Matrix,M,N,NZ,Mode,AvgTime(ms),MedianTime(ms),BestTime(ms),AvgGFlops,MedianGFlops,BestGFlops,Passed,Iterations
FEM_3D_thermal1.mtx,17880,17880,430740,serial,1.912000,1.912000,1.912000,0.450565,0.450565,0.450565,1,5
FEM_3D_thermal1.mtx,17880,17880,430740,cudaCSR,0.035072,0.035840,0.032320,24.563184,24.036830,26.654703,1,5
FEM_3D_thermal1.mtx,17880,17880,430740,cudaHLL,0.029488,0.029680,0.027648,29.214595,29.025606,31.158854,1,5
lung2.mtx,109460,109460,492564,serial,2.618750,2.618500,2.617000,0.376183,0.376218,0.376434,1,5
lung2.mtx,109460,109460,492564,cudaCSR,0.032984,0.032624,0.032096,29.866846,30.196421,30.693172,1,5
lung2.mtx,109460,109460,492564,cudaHLL,0.047408,0.046816,0.046112,20.779784,21.042549,21.363809,1,5
mac_econ_fwd500.mtx,206500,206500,1273389,serial,6.578750,6.559500,6.543000,0.387122,0.388258,0.389237,1,5
mac_econ_fwd500.mtx,206500,206500,1273389,cudaCSR,0.091656,0.091568,0.088480,27.786266,27.812971,28.783656,1,5
mac_econ_fwd500.mtx,206500,206500,1273389,cudaHLL,0.187112,0.187120,0.186016,13.610982,13.610399,13.691178,1,5
mcfe.mtx,765,765,24382,serial,0.123250,0.123000,0.123000,0.395651,0.396455,0.396455,1,5
mcfe.mtx,765,765,24382,cudaCSR,0.026312,0.026432,0.025632,1.853299,1.844885,1.902466,1,5
mcfe.mtx,765,765,24382,cudaHLL,0.023704,0.023808,0.023008,2.057206,2.048219,2.119437,1,5
mhd4800a.mtx,4800,4800,102252,serial,0.453250,0.453000,0.453000,0.451195,0.451444,0.451444,1,5
mhd4800a.mtx,4800,4800,102252,cudaCSR,0.023360,0.023104,0.022528,8.754452,8.851454,9.077770,1,5
mhd4800a.mtx,4800,4800,102252,cudaHLL,0.016512,0.016560,0.015872,12.385174,12.349275,12.884577,1,5
mhda416.mtx,416,416,8562,serial,0.045750,0.046000,0.045000,0.374295,0.372261,0.380533,1,5
mhda416.mtx,416,416,8562,cudaCSR,0.018240,0.018064,0.016736,0.938816,0.947963,1.023184,1,5
mhda416.mtx,416,416,8562,cudaHLL,0.014752,0.014560,0.014240,1.160792,1.176099,1.202528,1,5
mhda416.mtx,416,416,8562,serial,0.042250,0.042000,0.042000,0.405302,0.407714,0.407714,1,5
mhda416.mtx,416,416,8562,cudaCSR,0.020640,0.018656,0.017344,0.829651,0.917882,0.987316,1,5
mhda416.mtx,416,416,8562,cudaHLL,0.014216,0.014272,0.013984,1.204558,1.199832,1.224542,1,5
ML_Laplace.mtx,377002,377002,27689972,serial,122.827002,122.833004,122.801994,0.450878,0.450856,0.450969,1,5
ML_Laplace.mtx,377002,377002,27689972,cudaCSR,0.972400,0.980320,0.946752,56.951814,56.491700,58.494667,1,5
ML_Laplace.mtx,377002,377002,27689972,cudaHLL,0.886832,0.886784,0.886208,62.446938,62.450318,62.490910,1,5
nlpkkt80.mtx,1062400,1062400,28704672,serial,128.731501,129.112000,127.489998,0.445962,0.444648,0.450305,1,5
nlpkkt80.mtx,1062400,1062400,28704672,cudaCSR,1.670560,1.641744,1.612256,34.365329,34.968512,35.608081,1,5
nlpkkt80.mtx,1062400,1062400,28704672,cudaHLL,0.991136,0.990784,0.987584,57.922771,57.943351,58.131100,1,5
olafu.mtx,16146,16146,1015156,serial,4.454750,4.454500,4.454000,0.455763,0.455789,0.455840,1,5
olafu.mtx,16146,16146,1015156,cudaCSR,0.094136,0.093776,0.091008,21.567859,21.650657,22.309160,1,5
olafu.mtx,16146,16146,1015156,cudaHLL,0.055608,0.055488,0.054656,36.511150,36.590110,37.147103,1,5
olm1000.mtx,1000,1000,3996,serial,0.025500,0.025500,0.025000,0.313412,0.313412,0.319680,1,5
olm1000.mtx,1000,1000,3996,cudaCSR,0.010048,0.010112,0.008832,0.795382,0.790348,0.904891,1,5
olm1000.mtx,1000,1000,3996,cudaHLL,0.010864,0.010736,0.010240,0.735641,0.744411,0.780469,1,5
PR02R.mtx,161070,161070,8185136,serial,36.391748,36.392498,36.382999,0.449835,0.449825,0.449943,1,5
PR02R.mtx,161070,161070,8185136,cudaCSR,0.461752,0.460320,0.459872,35.452520,35.562809,35.597453,1,5
PR02R.mtx,161070,161070,8185136,cudaHLL,0.399016,0.399200,0.398080,41.026605,41.007695,41.123072,1,5
raefsky2.mtx,3242,3242,294276,serial,1.272000,1.272000,1.271000,0.462698,0.462698,0.463062,1,5
raefsky2.mtx,3242,3242,294276,cudaCSR,0.066144,0.065536,0.065440,8.898041,8.980591,8.993765,1,5
raefsky2.mtx,3242,3242,294276,cudaHLL,0.033136,0.032752,0.032672,17.761709,17.969956,18.013957,1,5
rdist2.mtx,3198,3198,56934,serial,0.254250,0.254000,0.254000,0.447858,0.448299,0.448299,1,5
rdist2.mtx,3198,3198,56934,cudaCSR,0.023720,0.023792,0.022720,4.800506,4.785979,5.011796,1,5
rdist2.mtx,3198,3198,56934,cudaHLL,0.022016,0.022352,0.020960,5.172057,5.094309,5.432634,1,5
roadNet-PA.mtx,1090920,1090920,3083796,serial,25.542250,25.553500,25.500999,0.241466,0.241360,0.241857,1,5
roadNet-PA.mtx,1090920,1090920,3083796,cudaCSR,0.194216,0.194208,0.193120,31.756353,31.757661,31.936578,1,5
roadNet-PA.mtx,1090920,1090920,3083796,cudaHLL,0.225240,0.225312,0.224960,27.382312,27.373562,27.416394,1,5
thermal1.mtx,82654,82654,574458,serial,3.314250,3.314000,3.313000,0.346659,0.346686,0.346790,1,5
thermal1.mtx,82654,82654,574458,cudaCSR,0.051480,0.051536,0.051040,22.317716,22.293465,22.510109,1,5
thermal1.mtx,82654,82654,574458,cudaHLL,0.039280,0.039072,0.038912,29.249390,29.405099,29.526009,1,5
thermal2.mtx,1228045,1228045,8580313,serial,56.942250,56.951500,56.418999,0.301369,0.301320,0.304164,1,5
thermal2.mtx,1228045,1228045,8580313,cudaCSR,0.576712,0.576400,0.572544,29.755973,29.772079,29.972590,1,5
thermal2.mtx,1228045,1228045,8580313,cudaHLL,0.443336,0.442256,0.441024,38.707946,38.802472,38.910866,1,5
thermomech_TK.mtx,102158,102158,711558,serial,4.835000,4.830000,4.780000,0.294336,0.294641,0.297723,1,5
thermomech_TK.mtx,102158,102158,711558,cudaCSR,0.060168,0.059184,0.057632,23.652373,24.045620,24.693157,1,5
thermomech_TK.mtx,102158,102158,711558,cudaHLL,0.053888,0.053824,0.053248,26.408774,26.440175,26.726187,1,5
webbase-1M.mtx,1000005,1000005,3105536,serial,21.363000,21.309501,21.125999,0.290740,0.291470,0.294001,1,5
webbase-1M.mtx,1000005,1000005,3105536,cudaCSR,0.428424,0.428144,0.427360,14.497488,14.506969,14.533583,1,5
webbase-1M.mtx,1000005,1000005,3105536,cudaHLL,2.111928,2.108896,2.105504,2.940949,2.945177,2.949922,1,5
west2021.mtx,2021,2021,7353,serial,0.043000,0.043000,0.042000,0.342000,0.342000,0.350143,1,5
west2021.mtx,2021,2021,7353,cudaCSR,0.010704,0.010544,0.008800,1.373879,1.394727,1.671136,1,5
west2021.mtx,2021,2021,7353,cudaHLL,0.012080,0.012080,0.012000,1.217384,1.217384,1.225500,1,5
