Matrix,M,N,NZ,Mode,Threads,AvgTime(ms),MedianTime(ms),BestTime(ms),AvgGFlops,MedianGFlops,BestGFlops,Passed,Iterations
roadNet-PA,1090920,1090920,3083796,ompHLL,22,5.129508,5.000215,4.745540,1.202375,1.233465,1.299661,1,5
thermal1,82654,82654,574458,serial,1,0.822060,0.814358,0.812555,1.397606,1.410824,1.413955,1,5
thermal1,82654,82654,574458,ompCSR,22,0.124350,0.126712,0.099167,9.239352,9.067176,11.585669,1,5
thermal1,82654,82654,574458,ompHLL,22,0.287865,0.288963,0.170511,3.991167,3.975997,6.738077,1,5
thermal2,1228045,1228045,8580313,serial,1,17.612079,17.395863,17.065405,0.974367,0.986477,1.005580,1,5
thermal2,1228045,1228045,8580313,ompCSR,22,5.858539,5.804117,5.588915,2.929165,2.956630,3.070475,1,5
thermal2,1228045,1228045,8580313,ompHLL,22,8.616429,8.333293,7.242229,1.991617,2.059285,2.369523,1,5
thermomech_TK,102158,102158,711558,serial,1,1.123303,1.121196,1.117892,1.266903,1.269283,1.273035,1,5
thermomech_TK,102158,102158,711558,ompCSR,22,0.236729,0.230086,0.179483,6.011590,6.185149,7.928975,1,5
thermomech_TK,102158,102158,711558,ompHLL,22,0.474297,0.440382,0.332005,3.000471,3.231552,4.286430,1,5
webbase-1M,1000005,1000005,3105536,serial,1,6.307215,6.307754,6.271179,0.984757,0.984672,0.990415,1,5
webbase-1M,1000005,1000005,3105536,ompCSR,22,2.664251,2.650181,2.387640,2.331264,2.343640,2.601344,1,5
webbase-1M,1000005,1000005,3105536,ompHLL,22,78.709639,76.721833,71.816097,0.078911,0.080956,0.086486,1,5
west2021,2021,2021,7353,serial,1,0.009102,0.008351,0.008234,1.615644,1.760988,1.785997,1,5
west2021,2021,2021,7353,ompCSR,22,0.048700,0.051497,0.036144,0.301969,0.285573,0.406872,1,5
west2021,2021,2021,7353,ompHLL,22,0.050852,0.050775,0.050162,0.289192,0.289631,0.293170,1,5
adder_dcop_32,1813,1813,11246,serial,1,0.023591,0.023515,0.022114,0.953403,0.956495,1.017092,1,5
adder_dcop_32,1813,1813,11246,ompCSR,23,0.054906,0.054849,0.052672,0.409644,0.410068,0.427020,1,5
adder_dcop_32,1813,1813,11246,ompHLL,23,3.546171,3.909687,2.078832,0.006343,0.005753,0.010820,1,5
af_1_k101,503625,503625,17550675,serial,1,22.230020,21.816081,21.803887,1.579007,1.608967,1.609867,1,5
af_1_k101,503625,503625,17550675,ompCSR,23,7.549343,7.420712,6.423446,4.649590,4.730186,5.464567,1,5
af_1_k101,503625,503625,17550675,ompHLL,23,8.813407,8.448806,8.423162,3.982722,4.154593,4.167241,1,5
af23560,23560,23560,484256,serial,1,0.470178,0.465872,0.462574,2.059884,2.078923,2.093745,1,5
af23560,23560,23560,484256,ompCSR,23,0.113952,0.112678,0.094434,8.499261,8.595433,10.255966,1,5
af23560,23560,23560,484256,ompHLL,23,0.422909,0.387391,0.320324,2.290117,2.500089,3.023539,1,5
amazon0302,262111,262111,1234877,serial,1,3.029684,3.030133,3.019738,0.815185,0.815064,0.817870,1,5
amazon0302,262111,262111,1234877,ompCSR,23,0.484369,0.488662,0.386197,5.098905,5.054115,6.395063,1,5
amazon0302,262111,262111,1234877,ompHLL,23,0.988013,0.958046,0.896716,2.499719,2.577909,2.754221,1,5
bcsstk17,10974,10974,428650,serial,1,0.448410,0.443999,0.432475,1.911866,1.930860,1.982311,1,5
bcsstk17,10974,10974,428650,ompCSR,23,0.099440,0.099426,0.071280,8.621260,8.622451,12.027227,1,5
bcsstk17,10974,10974,428650,ompHLL,23,2.956640,2.668902,2.610466,0.289958,0.321218,0.328409,1,5
cage4,9,9,49,serial,1,0.000080,0.000077,0.000077,1.217814,1.264934,1.273546,1,5
cage4,9,9,49,ompCSR,23,0.017550,0.017461,0.015631,0.005584,0.005612,0.006270,1,5
cage4,9,9,49,ompHLL,23,0.018024,0.017376,0.015988,0.005437,0.005640,0.006130,1,5
cant,62451,62451,4007383,serial,1,4.730767,4.729640,4.725004,1.694179,1.694583,1.696245,1,5
cant,62451,62451,4007383,ompCSR,23,1.763397,1.750992,1.534143,4.545072,4.577273,5.224263,1,5
cant,62451,62451,4007383,ompHLL,23,3.571084,3.623505,3.107108,2.244351,2.211882,2.579494,1,5
cavity10,2597,2597,76367,serial,1,0.080454,0.080468,0.080382,1.898401,1.898071,1.900102,1,5
cavity10,2597,2597,76367,ompCSR,23,0.048879,0.047232,0.039639,3.124738,3.233664,3.853129,1,5
cavity10,2597,2597,76367,ompHLL,23,0.362726,0.308825,0.305829,0.421072,0.494566,0.499410,1,5
cop20k_A,121192,121192,2624331,serial,1,4.360513,4.360711,4.350499,1.203680,1.203625,1.206451,1,5
cop20k_A,121192,121192,2624331,ompCSR,23,1.018293,0.977781,0.771790,5.154376,5.367932,6.800636,1,5
cop20k_A,121192,121192,2624331,ompHLL,23,2.408322,2.320503,2.171522,2.179386,2.261864,2.417043,1,5
Cube_Coup_dt0,2164760,2164760,127206144,serial,1,152.847853,152.975488,152.094516,1.664481,1.663092,1.672725,1,5
Cube_Coup_dt0,2164760,2164760,127206144,ompCSR,23,65.342080,65.395087,60.828974,3.893544,3.890388,4.182420,1,5
Cube_Coup_dt0,2164760,2164760,127206144,ompHLL,23,73.499668,70.089432,69.536931,3.461407,3.629824,3.658664,1,5
dc1,116835,116835,766396,serial,1,0.882240,0.877456,0.866056,1.737386,1.746860,1.769853,1,5
dc1,116835,116835,766396,ompCSR,23,0.376639,0.364702,0.335431,4.069663,4.202867,4.569618,1,5
dc1,116835,116835,766396,ompHLL,23,191.232451,179.829312,162.869197,0.008015,0.008524,0.009411,1,5
FEM_3D_thermal1,17880,17880,430740,serial,1,0.416477,0.417478,0.397315,2.068494,2.063536,2.168254,1,5
FEM_3D_thermal1,17880,17880,430740,ompCSR,23,0.123460,0.123540,0.081936,6.977792,6.973288,10.514058,1,5
FEM_3D_thermal1,17880,17880,430740,ompHLL,23,0.393634,0.394358,0.327035,2.188533,2.184512,2.634214,1,5
lung2,109460,109460,492564,serial,1,0.531015,0.522064,0.518185,1.855178,1.886989,1.901112,1,5
lung2,109460,109460,492564,ompCSR,23,0.138937,0.125816,0.104636,7.090442,7.829912,9.414814,1,5
lung2,109460,109460,492564,ompHLL,23,0.349535,0.385748,0.216673,2.818396,2.553812,4.546611,1,5
mac_econ_fwd500,206500,206500,1273389,serial,1,1.527650,1.533126,1.499967,1.667122,1.661166,1.697889,1,5
mac_econ_fwd500,206500,206500,1273389,ompCSR,23,0.320064,0.340795,0.194068,7.957091,7.473040,13.123125,1,5
mac_econ_fwd500,206500,206500,1273389,ompHLL,23,5.132934,5.083883,4.749290,0.496164,0.500951,0.536244,1,5
mcfe,765,765,24382,serial,1,0.027517,0.027492,0.027467,1.772111,1.773722,1.775372,1,5
mcfe,765,765,24382,ompCSR,23,0.030817,0.030959,0.028851,1.582348,1.575141,1.690203,1,5
mcfe,765,765,24382,ompHLL,23,0.165271,0.143526,0.122135,0.295055,0.339757,0.399263,1,5
mhd4800a,4800,4800,102252,serial,1,0.101751,0.101736,0.101723,2.009847,2.010153,2.010401,1,5
mhd4800a,4800,4800,102252,ompCSR,23,0.055152,0.054367,0.051988,3.707976,3.761514,3.933682,1,5
mhd4800a,4800,4800,102252,ompHLL,23,0.320280,0.292904,0.285013,0.638516,0.698195,0.717525,1,5
mhda416,416,416,8562,serial,1,0.009460,0.009443,0.009413,1.810243,1.813502,1.819187,1,5
mhda416,416,416,8562,ompCSR,23,0.025385,0.025392,0.023089,0.674571,0.674398,0.741652,1,5
mhda416,416,416,8562,ompHLL,23,0.030829,0.030740,0.026050,0.555455,0.557059,0.657351,1,5
mhda416,416,416,8562,serial,1,0.009542,0.009515,0.009499,1.794683,1.799778,1.802711,1,5
mhda416,416,416,8562,ompCSR,23,0.025091,0.025352,0.022628,0.682477,0.675439,0.756762,1,5
mhda416,416,416,8562,ompHLL,23,0.045172,0.045508,0.032501,0.379080,0.376286,0.526877,1,5
ML_Laplace,377002,377002,27689972,serial,1,33.223824,33.254855,32.783751,1.666874,1.665319,1.689250,1,5
ML_Laplace,377002,377002,27689972,ompCSR,23,13.016963,12.947100,12.230986,4.254444,4.277402,4.527840,1,5
ML_Laplace,377002,377002,27689972,ompHLL,23,14.979534,14.593317,13.263130,3.697041,3.794884,4.175481,1,5
nlpkkt80,1062400,1062400,28704672,serial,1,33.468595,33.100864,32.944680,1.715320,1.734376,1.742598,1,5
nlpkkt80,1062400,1062400,28704672,ompCSR,23,14.106916,14.073672,13.495866,4.069589,4.079202,4.253847,1,5
nlpkkt80,1062400,1062400,28704672,ompHLL,23,15.303990,15.317535,14.392971,3.751266,3.747949,3.988707,1,5
olafu,16146,16146,1015156,serial,1,1.114943,1.113248,1.109424,1.821001,1.823773,1.830060,1,5
olafu,16146,16146,1015156,ompCSR,23,0.199978,0.209092,0.113448,10.152700,9.710135,17.896409,1,5
olafu,16146,16146,1015156,ompHLL,23,3.085625,2.986866,2.279808,0.657990,0.679747,0.890563,1,5
olm1000,1000,1000,3996,serial,1,0.004563,0.004568,0.004540,1.751574,1.749576,1.760321,1,5
olm1000,1000,1000,3996,ompCSR,23,0.041829,0.040011,0.032771,0.191061,0.199745,0.243874,1,5
olm1000,1000,1000,3996,ompHLL,23,0.033038,0.031654,0.030966,0.241900,0.252476,0.258089,1,5
PR02R,161070,161070,8185136,serial,1,9.758190,9.755983,9.752705,1.677593,1.677973,1.678537,1,5
PR02R,161070,161070,8185136,ompCSR,23,3.201578,3.144812,3.087046,5.113189,5.205485,5.302892,1,5
PR02R,161070,161070,8185136,ompHLL,23,6.853940,6.783907,6.096807,2.388447,2.413104,2.685057,1,5
raefsky2,3242,3242,294276,serial,1,0.344464,0.346878,0.330801,1.708605,1.696709,1.779172,1,5
raefsky2,3242,3242,294276,ompCSR,23,0.076769,0.073515,0.063321,7.666581,8.005877,9.294723,1,5
raefsky2,3242,3242,294276,ompHLL,23,0.790668,0.773752,0.680177,0.744373,0.760647,0.865292,1,5
rdist2,3198,3198,56934,serial,1,0.055324,0.055303,0.055237,2.058220,2.058980,2.061445,1,5
rdist2,3198,3198,56934,ompCSR,23,0.045167,0.045387,0.043842,2.521028,2.508820,2.597235,1,5
rdist2,3198,3198,56934,ompHLL,23,0.408398,0.370734,0.344512,0.278817,0.307142,0.330520,1,5
roadNet-PA,1090920,1090920,3083796,serial,1,9.109576,9.115293,9.081179,0.677045,0.676620,0.679162,1,5
roadNet-PA,1090920,1090920,3083796,ompCSR,23,2.263566,2.294596,1.995974,2.724724,2.687878,3.090016,1,5
roadNet-PA,1090920,1090920,3083796,ompHLL,23,5.482271,5.515969,5.158506,1.125007,1.118134,1.195616,1,5
thermal1,82654,82654,574458,serial,1,0.811019,0.800595,0.798791,1.416633,1.435078,1.438319,1,5
thermal1,82654,82654,574458,ompCSR,23,0.134186,0.128040,0.114831,8.562083,8.973067,10.005275,1,5
thermal1,82654,82654,574458,ompHLL,23,0.355498,0.349451,0.240404,3.231854,3.287779,4.779104,1,5
thermal2,1228045,1228045,8580313,serial,1,17.095900,17.025465,16.915322,1.003786,1.007939,1.014502,1,5
thermal2,1228045,1228045,8580313,ompCSR,23,4.527275,4.350424,4.130591,3.790497,3.944587,4.154521,1,5
thermal2,1228045,1228045,8580313,ompHLL,23,8.289223,8.271803,7.749431,2.070233,2.074593,2.214437,1,5
thermomech_TK,102158,102158,711558,serial,1,1.117934,1.114684,1.113791,1.272988,1.276699,1.277723,1,5
thermomech_TK,102158,102158,711558,ompCSR,23,0.181544,0.182340,0.144902,7.838948,7.804739,9.821229,1,5
thermomech_TK,102158,102158,711558,ompHLL,23,0.460732,0.471631,0.369428,3.088815,3.017435,3.852214,1,5
webbase-1M,1000005,1000005,3105536,serial,1,6.211659,6.211837,6.195388,0.999905,0.999877,1.002532,1,5
webbase-1M,1000005,1000005,3105536,ompCSR,23,2.763758,2.660842,2.544606,2.247329,2.334250,2.440878,1,5
webbase-1M,1000005,1000005,3105536,ompHLL,23,64.766711,66.453994,56.779836,0.095899,0.093464,0.109389,1,5
west2021,2021,2021,7353,serial,1,0.009409,0.008722,0.008605,1.562975,1.686090,1.709015,1,5
west2021,2021,2021,7353,ompCSR,23,0.051380,0.050333,0.047270,0.286220,0.292174,0.311106,1,5
west2021,2021,2021,7353,ompHLL,23,0.064054,0.051935,0.051620,0.229586,0.283162,0.284890,1,5
adder_dcop_32,1813,1813,11246,serial,1,0.022528,0.022337,0.021597,0.998413,1.006938,1.041440,1,5
adder_dcop_32,1813,1813,11246,ompCSR,24,0.042027,0.041987,0.037564,0.535176,0.535690,0.598763,1,5
adder_dcop_32,1813,1813,11246,ompHLL,24,3.224812,3.184873,2.267470,0.006975,0.007062,0.009919,1,5
af_1_k101,503625,503625,17550675,serial,1,21.726465,21.732454,21.686936,1.615603,1.615158,1.618548,1,5
af_1_k101,503625,503625,17550675,ompCSR,24,8.120325,8.314068,6.969302,4.322653,4.221922,5.036566,1,5
af_1_k101,503625,503625,17550675,ompHLL,24,8.612621,8.546985,8.427724,4.075571,4.106869,4.164986,1,5
af23560,23560,23560,484256,serial,1,0.449342,0.444148,0.433039,2.155402,2.180609,2.236547,1,5
af23560,23560,23560,484256,ompCSR,24,0.113075,0.110839,0.094016,8.565181,8.738010,10.301557,1,5
af23560,23560,23560,484256,ompHLL,24,0.373867,0.353823,0.265845,2.590525,2.737278,3.643146,1,5
amazon0302,262111,262111,1234877,serial,1,3.033953,3.037427,3.016702,0.814038,0.813107,0.818693,1,5
amazon0302,262111,262111,1234877,ompCSR,24,0.435813,0.443452,0.288247,5.667007,5.569383,8.568186,1,5
amazon0302,262111,262111,1234877,ompHLL,24,0.963074,0.975475,0.784327,2.564450,2.531849,3.148883,1,5
bcsstk17,10974,10974,428650,serial,1,0.449239,0.446699,0.432463,1.908339,1.919190,1.982366,1,5
bcsstk17,10974,10974,428650,ompCSR,24,0.122650,0.120183,0.109531,6.989808,7.133317,7.827009,1,5
bcsstk17,10974,10974,428650,ompHLL,24,2.387177,2.535216,1.825907,0.359127,0.338157,0.469520,1,5
cage4,9,9,49,serial,1,0.000083,0.000083,0.000079,1.176950,1.174078,1.239784,1,5
cage4,9,9,49,ompCSR,24,0.014422,0.014420,0.013862,0.006795,0.006796,0.007070,1,5
cage4,9,9,49,ompHLL,24,0.015442,0.015321,0.014293,0.006346,0.006396,0.006856,1,5
cant,62451,62451,4007383,serial,1,4.713820,4.711174,4.710246,1.700270,1.701225,1.701560,1,5
cant,62451,62451,4007383,ompCSR,24,1.575002,1.570746,1.425644,5.088732,5.102522,5.621856,1,5
cant,62451,62451,4007383,ompHLL,24,3.263756,3.246543,2.846413,2.455688,2.468708,2.815742,1,5
cavity10,2597,2597,76367,serial,1,0.076274,0.075254,0.075215,2.002438,2.029580,2.030632,1,5
cavity10,2597,2597,76367,ompCSR,24,0.044186,0.044308,0.040365,3.456634,3.447060,3.783819,1,5
cavity10,2597,2597,76367,ompHLL,24,0.340878,0.320524,0.230390,0.448060,0.476513,0.662937,1,5
cop20k_A,121192,121192,2624331,serial,1,4.286962,4.285855,4.280092,1.224331,1.224648,1.226297,1,5
cop20k_A,121192,121192,2624331,ompCSR,24,1.164165,1.116564,0.982552,4.508520,4.700727,5.341867,1,5
cop20k_A,121192,121192,2624331,ompHLL,24,2.240441,2.220951,1.962867,2.342692,2.363250,2.673977,1,5
Cube_Coup_dt0,2164760,2164760,127206144,serial,1,153.260570,153.298500,152.235285,1.659998,1.659588,1.671178,1,5
Cube_Coup_dt0,2164760,2164760,127206144,ompCSR,24,61.123370,61.490730,58.815893,4.162275,4.137409,4.325570,1,5
Cube_Coup_dt0,2164760,2164760,127206144,ompHLL,24,68.421197,68.514235,62.863425,3.718326,3.713276,4.047064,1,5
dc1,116835,116835,766396,serial,1,0.885749,0.870274,0.865912,1.730504,1.761274,1.770148,1,5
dc1,116835,116835,766396,ompCSR,24,0.383669,0.351713,0.329137,3.995087,4.358076,4.657002,1,5
dc1,116835,116835,766396,ompHLL,24,179.220378,172.510248,160.646496,0.008553,0.008885,0.009541,1,5
FEM_3D_thermal1,17880,17880,430740,serial,1,0.413690,0.413257,0.398059,2.082427,2.084613,2.164202,1,5
FEM_3D_thermal1,17880,17880,430740,ompCSR,24,0.107494,0.104434,0.089980,8.014182,8.249003,9.574131,1,5
FEM_3D_thermal1,17880,17880,430740,ompHLL,24,0.422746,0.433310,0.331302,2.037817,1.988138,2.600286,1,5
lung2,109460,109460,492564,serial,1,0.518707,0.518424,0.512757,1.899201,1.900234,1.921238,1,5
lung2,109460,109460,492564,ompCSR,24,0.160000,0.138965,0.116583,6.157051,7.089012,8.450017,1,5
lung2,109460,109460,492564,ompHLL,24,0.346484,0.346566,0.202568,2.843212,2.842545,4.863199,1,5
mac_econ_fwd500,206500,206500,1273389,serial,1,1.519374,1.519360,1.514201,1.676202,1.676218,1.681929,1,5
mac_econ_fwd500,206500,206500,1273389,ompCSR,24,0.430605,0.438292,0.291379,5.914422,5.810688,8.740433,1,5
mac_econ_fwd500,206500,206500,1273389,ompHLL,24,5.087444,4.724605,4.485131,0.500601,0.539046,0.567827,1,5
mcfe,765,765,24382,serial,1,0.029552,0.029557,0.029521,1.650108,1.649827,1.651844,1,5
mcfe,765,765,24382,ompCSR,24,0.045197,0.044849,0.043051,1.078921,1.087293,1.132704,1,5
mcfe,765,765,24382,ompHLL,24,0.174861,0.159809,0.139243,0.278873,0.305138,0.350208,1,5
mhd4800a,4800,4800,102252,serial,1,0.102962,0.101899,0.101758,1.986213,2.006928,2.009708,1,5
mhd4800a,4800,4800,102252,ompCSR,24,0.058205,0.057116,0.054310,3.513484,3.580504,3.765497,1,5
mhd4800a,4800,4800,102252,ompHLL,24,0.299461,0.296443,0.223387,0.682907,0.689860,0.915469,1,5
mhda416,416,416,8562,serial,1,0.009468,0.009433,0.009415,1.808674,1.815337,1.818805,1,5
mhda416,416,416,8562,ompCSR,24,0.033847,0.034021,0.030004,0.505927,0.503336,0.570723,1,5
mhda416,416,416,8562,ompHLL,24,0.035582,0.034558,0.031803,0.481248,0.495516,0.538439,1,5
mhda416,416,416,8562,serial,1,0.009453,0.009429,0.009404,1.811397,1.816099,1.820944,1,5
mhda416,416,416,8562,ompCSR,24,0.037595,0.037522,0.033576,0.455486,0.456372,0.510007,1,5
mhda416,416,416,8562,ompHLL,24,0.034808,0.034930,0.031411,0.491959,0.490244,0.545160,1,5
ML_Laplace,377002,377002,27689972,serial,1,32.773646,32.829551,32.515903,1.689771,1.686893,1.703165,1,5
ML_Laplace,377002,377002,27689972,ompCSR,24,13.482254,13.430091,12.885988,4.107618,4.123572,4.297687,1,5
ML_Laplace,377002,377002,27689972,ompHLL,24,12.927824,12.755241,12.082704,4.283779,4.341740,4.583406,1,5
nlpkkt80,1062400,1062400,28704672,serial,1,33.330855,33.294847,33.060042,1.722408,1.724271,1.736518,1,5
nlpkkt80,1062400,1062400,28704672,ompCSR,24,13.981391,14.128625,12.419481,4.106125,4.063336,4.622524,1,5
nlpkkt80,1062400,1062400,28704672,ompHLL,24,16.242738,15.861201,13.752793,3.534462,3.619483,4.174377,1,5
olafu,16146,16146,1015156,serial,1,1.104829,1.103384,1.100515,1.837670,1.840077,1.844874,1,5
olafu,16146,16146,1015156,ompCSR,24,0.204427,0.176760,0.120575,9.931722,11.486266,16.838571,1,5
olafu,16146,16146,1015156,ompHLL,24,3.019844,2.824240,2.751648,0.672323,0.718888,0.737853,1,5
olm1000,1000,1000,3996,serial,1,0.004567,0.004560,0.004547,1.750123,1.752815,1.757617,1,5
olm1000,1000,1000,3996,ompCSR,24,0.044093,0.044332,0.034280,0.181253,0.180274,0.233139,1,5
olm1000,1000,1000,3996,ompHLL,24,0.029007,0.025499,0.024526,0.275517,0.313424,0.325858,1,5
PR02R,161070,161070,8185136,serial,1,9.741696,9.733424,9.719627,1.680434,1.681862,1.684249,1,5
PR02R,161070,161070,8185136,ompCSR,24,3.475519,3.516858,3.108163,4.710166,4.654801,5.266864,1,5
PR02R,161070,161070,8185136,ompHLL,24,7.184782,7.108502,6.489803,2.278465,2.302915,2.522461,1,5
raefsky2,3242,3242,294276,serial,1,0.329888,0.328939,0.327536,1.784095,1.789243,1.796908,1,5
raefsky2,3242,3242,294276,ompCSR,24,0.058543,0.058998,0.047334,10.053374,9.975805,12.434021,1,5
raefsky2,3242,3242,294276,ompHLL,24,0.672783,0.662477,0.653665,0.874802,0.888411,0.900388,1,5
rdist2,3198,3198,56934,serial,1,0.060065,0.060028,0.059990,1.895739,1.896915,1.898117,1,5
rdist2,3198,3198,56934,ompCSR,24,0.072060,0.072454,0.067478,1.580189,1.571591,1.687485,1,5
rdist2,3198,3198,56934,ompHLL,24,0.421537,0.368335,0.334871,0.270125,0.309142,0.340035,1,5
roadNet-PA,1090920,1090920,3083796,serial,1,9.084734,9.082202,9.074190,0.678896,0.679086,0.679685,1,5
roadNet-PA,1090920,1090920,3083796,ompCSR,24,2.244593,2.295888,1.825764,2.747756,2.686365,3.378088,1,5
roadNet-PA,1090920,1090920,3083796,ompHLL,24,4.575429,4.674220,4.206569,1.347981,1.319491,1.466181,1,5
thermal1,82654,82654,574458,serial,1,0.822943,0.816172,0.812043,1.396106,1.407689,1.414846,1,5
thermal1,82654,82654,574458,ompCSR,24,0.168917,0.176189,0.116146,6.801659,6.520946,9.891993,1,5
thermal1,82654,82654,574458,ompHLL,24,0.394310,0.376382,0.247324,2.913740,3.052527,4.645388,1,5
thermal2,1228045,1228045,8580313,serial,1,17.106478,17.071411,16.805379,1.003165,1.005226,1.021139,1,5
thermal2,1228045,1228045,8580313,ompCSR,24,4.760245,4.731338,4.470823,3.604988,3.627013,3.838360,1,5
thermal2,1228045,1228045,8580313,ompHLL,24,8.794487,8.601441,8.460236,1.951294,1.995087,2.028386,1,5
thermomech_TK,102158,102158,711558,serial,1,1.111859,1.111193,1.107746,1.279943,1.280710,1.284695,1,5
thermomech_TK,102158,102158,711558,ompCSR,24,0.231456,0.220413,0.148733,6.148550,6.456587,9.568258,1,5
thermomech_TK,102158,102158,711558,ompHLL,24,0.568404,0.579398,0.461762,2.503703,2.456198,3.081926,1,5
webbase-1M,1000005,1000005,3105536,serial,1,6.282562,6.257013,6.236534,0.988621,0.992658,0.995917,1,5
webbase-1M,1000005,1000005,3105536,ompCSR,24,2.577414,2.578794,2.258914,2.409808,2.408518,2.749583,1,5
webbase-1M,1000005,1000005,3105536,ompHLL,24,65.155879,65.533594,63.213232,0.095326,0.094777,0.098256,1,5
west2021,2021,2021,7353,serial,1,0.008063,0.008030,0.007956,1.823943,1.831374,1.848430,1,5
west2021,2021,2021,7353,ompCSR,24,0.035749,0.035972,0.034497,0.411368,0.408818,0.426298,1,5
west2021,2021,2021,7353,ompHLL,24,0.051793,0.051782,0.051362,0.283939,0.283998,0.286321,1,5
adder_dcop_32,1813,1813,11246,serial,1,0.022506,0.022507,0.021187,0.999391,0.999314,1.061594,1,5
adder_dcop_32,1813,1813,11246,ompCSR,25,0.042629,0.043319,0.039950,0.527625,0.519212,0.563004,1,5
adder_dcop_32,1813,1813,11246,ompHLL,25,3.427825,3.781799,2.354071,0.006562,0.005947,0.009555,1,5
af_1_k101,503625,503625,17550675,serial,1,21.769994,21.765788,21.762122,1.612373,1.612685,1.612956,1,5
af_1_k101,503625,503625,17550675,ompCSR,25,7.774910,7.671500,6.791310,4.514695,4.575553,5.168568,1,5
af_1_k101,503625,503625,17550675,ompHLL,25,9.129146,9.167856,8.308085,3.844976,3.828741,4.224963,1,5
af23560,23560,23560,484256,serial,1,0.437460,0.433661,0.429782,2.213944,2.233339,2.253496,1,5
af23560,23560,23560,484256,ompCSR,25,0.106886,0.104313,0.101824,9.061126,9.284676,9.511622,1,5
af23560,23560,23560,484256,ompHLL,25,0.393255,0.386523,0.349529,2.462807,2.505703,2.770906,1,5
amazon0302,262111,262111,1234877,serial,1,2.993796,2.993972,2.970700,0.824957,0.824909,0.831371,1,5
amazon0302,262111,262111,1234877,ompCSR,25,0.483790,0.468787,0.327382,5.105015,5.268392,7.543952,1,5
amazon0302,262111,262111,1234877,ompHLL,25,0.963524,0.939390,0.814135,2.563250,2.629104,3.033593,1,5
bcsstk17,10974,10974,428650,serial,1,0.449469,0.445268,0.433551,1.907361,1.925359,1.977391,1,5
bcsstk17,10974,10974,428650,ompCSR,25,0.087800,0.086295,0.083229,9.764240,9.934532,10.300491,1,5
bcsstk17,10974,10974,428650,ompHLL,25,2.484706,2.498225,2.346065,0.345031,0.343164,0.365420,1,5
cage4,9,9,49,serial,1,0.000083,0.000079,0.000078,1.181493,1.241613,1.256438,1,5
cage4,9,9,49,ompCSR,25,0.013847,0.014050,0.012794,0.007077,0.006975,0.007660,1,5
cage4,9,9,49,ompHLL,25,0.015387,0.015757,0.011998,0.006369,0.006220,0.008168,1,5
cant,62451,62451,4007383,serial,1,4.782423,4.782819,4.775260,1.675880,1.675741,1.678394,1,5
cant,62451,62451,4007383,ompCSR,25,1.702226,1.624115,1.472699,4.708402,4.934851,5.442230,1,5
cant,62451,62451,4007383,ompHLL,25,3.398951,3.354627,2.823413,2.358011,2.389168,2.838680,1,5
cavity10,2597,2597,76367,serial,1,0.080248,0.080249,0.080213,1.903263,1.903263,1.904106,1,5
cavity10,2597,2597,76367,ompCSR,25,0.062141,0.061564,0.051229,2.457863,2.480918,2.981396,1,5
cavity10,2597,2597,76367,ompHLL,25,0.358259,0.343009,0.323011,0.426323,0.445276,0.472844,1,5
cop20k_A,121192,121192,2624331,serial,1,4.344814,4.347726,4.329182,1.208029,1.207220,1.212391,1,5
cop20k_A,121192,121192,2624331,ompCSR,25,1.204431,1.222722,0.992812,4.357792,4.292603,5.286663,1,5
cop20k_A,121192,121192,2624331,ompHLL,25,2.361961,2.374662,2.305688,2.222163,2.210277,2.276397,1,5
Cube_Coup_dt0,2164760,2164760,127206144,serial,1,157.082076,157.063028,156.167586,1.619614,1.619810,1.629098,1,5
Cube_Coup_dt0,2164760,2164760,127206144,ompCSR,25,60.090906,60.120625,53.368629,4.233790,4.231697,4.767076,1,5
Cube_Coup_dt0,2164760,2164760,127206144,ompHLL,25,79.263729,79.546633,71.184675,3.209694,3.198279,3.573976,1,5
dc1,116835,116835,766396,serial,1,0.891519,0.884700,0.884204,1.719304,1.732556,1.733527,1,5
dc1,116835,116835,766396,ompCSR,25,0.448970,0.436779,0.391415,3.414022,3.509308,3.916027,1,5
dc1,116835,116835,766396,ompHLL,25,189.309189,180.862833,160.558967,0.008097,0.008475,0.009547,1,5
FEM_3D_thermal1,17880,17880,430740,serial,1,0.413796,0.413523,0.397403,2.081894,2.083272,2.167774,1,5
FEM_3D_thermal1,17880,17880,430740,ompCSR,25,0.104817,0.105848,0.096390,8.218897,8.138804,8.937439,1,5
FEM_3D_thermal1,17880,17880,430740,ompHLL,25,0.397319,0.396840,0.366779,2.168234,2.170852,2.348771,1,5
lung2,109460,109460,492564,serial,1,0.526565,0.526591,0.523385,1.870859,1.870765,1.882224,1,5
lung2,109460,109460,492564,ompCSR,25,0.163675,0.158408,0.151458,6.018797,6.218928,6.504300,1,5
lung2,109460,109460,492564,ompHLL,25,0.431444,0.440241,0.327931,2.283326,2.237699,3.004071,1,5
mac_econ_fwd500,206500,206500,1273389,serial,1,1.582584,1.585069,1.568810,1.609253,1.606731,1.623382,1,5
mac_econ_fwd500,206500,206500,1273389,ompCSR,25,0.315307,0.323962,0.261840,8.077150,7.861348,9.726464,1,5
mac_econ_fwd500,206500,206500,1273389,ompHLL,25,5.140603,5.018526,4.681387,0.495424,0.507475,0.544022,1,5
