Matrix,M,N,NZ,Mode,Threads,AvgTime(ms),MedianTime(ms),BestTime(ms),AvgGFlops,MedianGFlops,BestGFlops,Passed,Iterations
adder_dcop_32,1813,1813,11246,serial,1,0.031372,0.021193,0.019700,0.716946,1.061297,1.141724,1,5
adder_dcop_32,1813,1813,11246,ompCSR,1,0.021674,0.021712,0.020343,1.037728,1.035948,1.105639,1,5
adder_dcop_32,1813,1813,11246,ompHLL,1,1.749596,1.700034,1.668186,0.012856,0.013230,0.013483,1,5
af_1_k101,503625,503625,17550675,serial,1,21.786866,21.786453,21.773640,1.611124,1.611155,1.612103,1,5
af_1_k101,503625,503625,17550675,ompCSR,1,20.089636,20.087720,20.070892,1.747237,1.747403,1.748868,1,5
af_1_k101,503625,503625,17550675,ompHLL,1,26.068895,26.084646,26.013071,1.346484,1.345671,1.349374,1,5
af23560,23560,23560,484256,serial,1,0.433726,0.433603,0.430881,2.233005,2.233638,2.247749,1,5
af23560,23560,23560,484256,ompCSR,1,0.427459,0.427760,0.422977,2.265740,2.264146,2.289751,1,5
af23560,23560,23560,484256,ompHLL,1,0.613837,0.601391,0.579488,1.577799,1.610453,1.671324,1,5
amazon0302,262111,262111,1234877,serial,1,2.869106,2.872990,2.850233,0.860809,0.859646,0.866510,1,5
amazon0302,262111,262111,1234877,ompCSR,1,2.839318,2.835550,2.817430,0.869840,0.870996,0.876598,1,5
amazon0302,262111,262111,1234877,ompHLL,1,4.690258,4.653396,4.619996,0.526571,0.530742,0.534579,1,5
bcsstk17,10974,10974,428650,serial,1,0.435765,0.435607,0.432948,1.967346,1.968058,1.980145,1,5
bcsstk17,10974,10974,428650,ompCSR,1,0.418687,0.418686,0.413624,2.047593,2.047594,2.072655,1,5
bcsstk17,10974,10974,428650,ompHLL,1,1.823998,1.812359,1.711598,0.470011,0.473030,0.500877,1,5
cage4,9,9,49,serial,1,0.000077,0.000073,0.000073,1.273064,1.334094,1.342605,1,5
cage4,9,9,49,ompCSR,1,0.001287,0.001016,0.000437,0.076144,0.096455,0.224244,1,5
cage4,9,9,49,ompHLL,1,0.001285,0.000855,0.000808,0.076236,0.114556,0.121299,1,5
cant,62451,62451,4007383,serial,1,5.132012,4.772314,4.695686,1.561720,1.679430,1.706836,1,5
cant,62451,62451,4007383,ompCSR,1,4.599376,4.600741,4.593884,1.742577,1.742060,1.744660,1,5
cant,62451,62451,4007383,ompHLL,1,7.575135,7.579074,7.559703,1.058036,1.057486,1.060196,1,5
cavity10,2597,2597,76367,serial,1,0.076783,0.075467,0.075383,1.989177,2.023864,2.026107,1,5
cavity10,2597,2597,76367,ompCSR,1,0.075345,0.074595,0.074440,2.027129,2.047510,2.051772,1,5
cavity10,2597,2597,76367,ompHLL,1,0.180431,0.179805,0.178051,0.846493,0.849443,0.857810,1,5
cop20k_A,121192,121192,2624331,serial,1,4.333119,4.333001,4.299990,1.211290,1.211323,1.220622,1,5
cop20k_A,121192,121192,2624331,ompCSR,1,4.271476,4.273855,4.261296,1.228770,1.228086,1.231706,1,5
cop20k_A,121192,121192,2624331,ompHLL,1,8.107408,8.086171,8.038476,0.647391,0.649091,0.652942,1,5
Cube_Coup_dt0,2164760,2164760,127206144,serial,1,152.684253,152.701825,152.554895,1.666264,1.666072,1.667677,1,5
Cube_Coup_dt0,2164760,2164760,127206144,ompCSR,1,146.019175,145.646302,145.469795,1.742321,1.746782,1.748901,1,5
Cube_Coup_dt0,2164760,2164760,127206144,ompHLL,1,219.707631,219.315771,218.414200,1.157958,1.160027,1.164816,1,5
dc1,116835,116835,766396,serial,1,0.878707,0.879199,0.874935,1.744372,1.743396,1.751893,1,5
dc1,116835,116835,766396,ompCSR,1,0.843697,0.843133,0.839308,1.816757,1.817972,1.826257,1,5
dc1,116835,116835,766396,ompHLL,1,165.787027,166.294686,161.911281,0.009246,0.009217,0.009467,1,5
FEM_3D_thermal1,17880,17880,430740,serial,1,0.403632,0.404864,0.398498,2.134320,2.127826,2.161817,1,5
FEM_3D_thermal1,17880,17880,430740,ompCSR,1,0.392830,0.392834,0.388161,2.193010,2.192985,2.219388,1,5
FEM_3D_thermal1,17880,17880,430740,ompHLL,1,0.604004,0.591719,0.577797,1.426281,1.455893,1.490973,1,5
lung2,109460,109460,492564,serial,1,0.529151,0.529048,0.527250,1.861715,1.862075,1.868427,1,5
lung2,109460,109460,492564,ompCSR,1,0.493858,0.493417,0.486916,1.994761,1.996542,2.023199,1,5
lung2,109460,109460,492564,ompHLL,1,1.473143,1.461844,1.430001,0.668725,0.673894,0.688900,1,5
mac_econ_fwd500,206500,206500,1273389,serial,1,1.534472,1.533762,1.523433,1.659709,1.660477,1.671736,1,5
mac_econ_fwd500,206500,206500,1273389,ompCSR,1,1.501354,1.500346,1.497090,1.696321,1.697461,1.701152,1,5
mac_econ_fwd500,206500,206500,1273389,ompHLL,1,14.443679,14.443097,14.432996,0.176325,0.176332,0.176455,1,5
mcfe,765,765,24382,serial,1,0.027653,0.027616,0.027602,1.763406,1.765785,1.766679,1,5
mcfe,765,765,24382,ompCSR,1,0.028283,0.028201,0.027136,1.724144,1.729157,1.797026,1,5
mcfe,765,765,24382,ompHLL,1,0.075428,0.075452,0.075239,0.646498,0.646292,0.648121,1,5
mhd4800a,4800,4800,102252,serial,1,0.097380,0.095982,0.095898,2.100067,2.130639,2.132515,1,5
mhd4800a,4800,4800,102252,ompCSR,1,0.094283,0.094337,0.092672,2.169044,2.167802,2.206752,1,5
mhd4800a,4800,4800,102252,ompHLL,1,0.174185,0.174150,0.173695,1.174061,1.174295,1.177375,1,5
mhda416,416,416,8562,serial,1,0.008848,0.008825,0.008764,1.935403,1.940388,1.953907,1,5
mhda416,416,416,8562,ompCSR,1,0.009663,0.009560,0.009109,1.772068,1.791296,1.879892,1,5
mhda416,416,416,8562,ompHLL,1,0.018170,0.016970,0.016638,0.942445,1.009076,1.029205,1,5
mhda416,416,416,8562,serial,1,0.008783,0.008759,0.008735,1.949615,1.955128,1.960391,1,5
mhda416,416,416,8562,ompCSR,1,0.009672,0.009576,0.009102,1.770420,1.788312,1.881335,1,5
mhda416,416,416,8562,ompHLL,1,0.016859,0.016843,0.016771,1.015690,1.016685,1.021047,1,5
ML_Laplace,377002,377002,27689972,serial,1,33.514466,33.484694,32.906707,1.652419,1.653888,1.682938,1,5
ML_Laplace,377002,377002,27689972,ompCSR,1,32.338275,32.292881,31.953798,1.712520,1.714927,1.733126,1,5
ML_Laplace,377002,377002,27689972,ompHLL,1,44.190301,44.194517,43.752555,1.253215,1.253095,1.265753,1,5
nlpkkt80,1062400,1062400,28704672,serial,1,33.081406,33.097466,32.957172,1.735396,1.734554,1.741938,1,5
nlpkkt80,1062400,1062400,28704672,ompCSR,1,31.949976,31.950381,31.929626,1.796851,1.796828,1.797996,1,5
nlpkkt80,1062400,1062400,28704672,ompHLL,1,46.149551,46.071497,45.978725,1.243985,1.246092,1.248607,1,5
olafu,16146,16146,1015156,serial,1,1.175146,1.176602,1.168860,1.727711,1.725572,1.737002,1,5
olafu,16146,16146,1015156,ompCSR,1,1.145605,1.144022,1.138837,1.772262,1.774715,1.782794,1,5
olafu,16146,16146,1015156,ompHLL,1,2.250691,2.228547,2.193361,0.902084,0.911048,0.925662,1,5
olm1000,1000,1000,3996,serial,1,0.004252,0.004252,0.004247,1.879594,1.879581,1.881822,1,5
olm1000,1000,1000,3996,ompCSR,1,0.005044,0.004658,0.004470,1.584370,1.715926,1.787920,1,5
olm1000,1000,1000,3996,ompHLL,1,0.008459,0.008500,0.008191,0.944793,0.940235,0.975707,1,5
PR02R,161070,161070,8185136,serial,1,9.712544,9.704253,9.690958,1.685477,1.686917,1.689232,1,5
PR02R,161070,161070,8185136,ompCSR,1,9.401826,9.401911,9.389245,1.741180,1.741164,1.743513,1,5
PR02R,161070,161070,8185136,ompHLL,1,23.853592,23.832739,23.789541,0.686281,0.686882,0.688129,1,5
raefsky2,3242,3242,294276,serial,1,0.329222,0.328522,0.327823,1.787706,1.791515,1.795335,1,5
raefsky2,3242,3242,294276,ompCSR,1,0.340283,0.341976,0.326838,1.729593,1.721033,1.800745,1,5
raefsky2,3242,3242,294276,ompHLL,1,0.463255,0.450200,0.441166,1.270470,1.307312,1.334083,1,5
rdist2,3198,3198,56934,serial,1,0.059393,0.058260,0.058097,1.917195,1.954478,1.959965,1,5
rdist2,3198,3198,56934,ompCSR,1,0.057058,0.056885,0.056095,1.995644,2.001706,2.029911,1,5
rdist2,3198,3198,56934,ompHLL,1,0.214671,0.214707,0.211964,0.530430,0.530341,0.537205,1,5
roadNet-PA,1090920,1090920,3083796,serial,1,9.131303,9.138517,9.100074,0.675434,0.674901,0.677752,1,5
roadNet-PA,1090920,1090920,3083796,ompCSR,1,9.101423,9.086969,9.044945,0.677651,0.678729,0.681883,1,5
roadNet-PA,1090920,1090920,3083796,ompHLL,1,18.241152,17.920962,17.779038,0.338114,0.344155,0.346902,1,5
thermal1,82654,82654,574458,serial,1,0.804931,0.797605,0.793973,1.427348,1.440458,1.447047,1,5
thermal1,82654,82654,574458,ompCSR,1,0.737409,0.733791,0.726937,1.558044,1.565726,1.580489,1,5
thermal1,82654,82654,574458,ompHLL,1,1.530263,1.501983,1.436833,0.750796,0.764933,0.799617,1,5
thermal2,1228045,1228045,8580313,serial,1,17.196191,17.099727,16.949695,0.997932,1.003561,1.012445,1,5
thermal2,1228045,1228045,8580313,ompCSR,1,16.807447,16.500650,16.234840,1.021013,1.039997,1.057025,1,5
thermal2,1228045,1228045,8580313,ompHLL,1,29.978383,29.720616,29.310120,0.572433,0.577398,0.585485,1,5
thermomech_TK,102158,102158,711558,serial,1,1.134943,1.133637,1.132865,1.253909,1.255354,1.256210,1,5
thermomech_TK,102158,102158,711558,ompCSR,1,1.095695,1.095213,1.090449,1.298825,1.299396,1.305073,1,5
thermomech_TK,102158,102158,711558,ompHLL,1,2.269019,2.228330,2.151614,0.627194,0.638647,0.661418,1,5
webbase-1M,1000005,1000005,3105536,serial,1,6.285879,6.288541,6.270182,0.988099,0.987681,0.990573,1,5
webbase-1M,1000005,1000005,3105536,ompCSR,1,6.070972,6.062389,6.049977,1.023077,1.024525,1.026627,1,5
webbase-1M,1000005,1000005,3105536,ompHLL,1,132.426820,132.455169,132.142591,0.046902,0.046892,0.047003,1,5
west2021,2021,2021,7353,serial,1,0.008430,0.008378,0.008346,1.744584,1.755311,1.762032,1,5
west2021,2021,2021,7353,ompCSR,1,0.009497,0.009118,0.008463,1.548448,1.612854,1.737673,1,5
west2021,2021,2021,7353,ompHLL,1,0.032831,0.031588,0.031130,0.447930,0.465549,0.472405,1,5
adder_dcop_32,1813,1813,11246,serial,1,0.020943,0.020908,0.019885,1.073939,1.075739,1.131103,1,5
adder_dcop_32,1813,1813,11246,ompCSR,2,0.012475,0.012714,0.010908,1.802931,1.769008,2.061973,1,5
adder_dcop_32,1813,1813,11246,ompHLL,2,1.741830,1.717744,1.649888,0.012913,0.013094,0.013632,1,5
af_1_k101,503625,503625,17550675,serial,1,21.983203,21.957294,21.795981,1.596735,1.598619,1.610451,1,5
af_1_k101,503625,503625,17550675,ompCSR,2,10.387231,10.366238,10.247198,3.379279,3.386122,3.425458,1,5
af_1_k101,503625,503625,17550675,ompHLL,2,13.722319,13.408256,13.321993,2.557975,2.617891,2.634842,1,5
af23560,23560,23560,484256,serial,1,0.434743,0.433652,0.431543,2.227781,2.233383,2.244300,1,5
af23560,23560,23560,484256,ompCSR,2,0.227511,0.227307,0.227118,4.256999,4.260818,4.264358,1,5
af23560,23560,23560,484256,ompHLL,2,0.361017,0.354235,0.309088,2.682730,2.734098,3.133450,1,5
amazon0302,262111,262111,1234877,serial,1,3.013554,3.012762,3.006611,0.819549,0.819764,0.821441,1,5
amazon0302,262111,262111,1234877,ompCSR,2,1.559236,1.546233,1.538622,1.583951,1.597271,1.605173,1,5
amazon0302,262111,262111,1234877,ompHLL,2,2.445239,2.428822,2.404822,1.010026,1.016853,1.027001,1,5
bcsstk17,10974,10974,428650,serial,1,0.434774,0.434623,0.432753,1.971830,1.972514,1.981038,1,5
bcsstk17,10974,10974,428650,ompCSR,2,0.211570,0.210051,0.208404,4.052096,4.081398,4.113646,1,5
bcsstk17,10974,10974,428650,ompHLL,2,1.630769,1.649219,1.541765,0.525703,0.519822,0.556051,1,5
cage4,9,9,49,serial,1,0.000089,0.000089,0.000071,1.101490,1.101130,1.382288,1,5
cage4,9,9,49,ompCSR,2,0.001707,0.001683,0.001473,0.057411,0.058213,0.066531,1,5
cage4,9,9,49,ompHLL,2,0.001574,0.001545,0.001416,0.062254,0.063433,0.069211,1,5
cant,62451,62451,4007383,serial,1,4.720819,4.721952,4.714367,1.697749,1.697342,1.700073,1,5
cant,62451,62451,4007383,ompCSR,2,2.406033,2.407200,2.394645,3.331113,3.329497,3.346954,1,5
cant,62451,62451,4007383,ompHLL,2,5.410686,5.422076,5.347652,1.481285,1.478173,1.498745,1,5
cavity10,2597,2597,76367,serial,1,0.077304,0.075394,0.075329,1.975752,2.025824,2.027560,1,5
cavity10,2597,2597,76367,ompCSR,2,0.039493,0.038880,0.038064,3.867369,3.928298,4.012549,1,5
cavity10,2597,2597,76367,ompHLL,2,0.194322,0.191725,0.188268,0.785985,0.796631,0.811258,1,5
cop20k_A,121192,121192,2624331,serial,1,4.433091,4.431526,4.426038,1.183974,1.184392,1.185860,1,5
cop20k_A,121192,121192,2624331,ompCSR,2,2.351832,2.350287,2.342730,2.231734,2.233201,2.240404,1,5
cop20k_A,121192,121192,2624331,ompHLL,2,5.130001,5.119617,5.068868,1.023131,1.025206,1.035470,1,5
Cube_Coup_dt0,2164760,2164760,127206144,serial,1,154.194283,154.569237,152.545120,1.649946,1.645944,1.667784,1,5
Cube_Coup_dt0,2164760,2164760,127206144,ompCSR,2,79.185607,78.887568,78.607213,3.212860,3.224998,3.236501,1,5
Cube_Coup_dt0,2164760,2164760,127206144,ompHLL,2,119.175631,118.924883,118.509644,2.134768,2.139269,2.146764,1,5
dc1,116835,116835,766396,serial,1,0.890450,0.889537,0.886448,1.721367,1.723135,1.729139,1,5
dc1,116835,116835,766396,ompCSR,2,0.550341,0.545721,0.538389,2.785166,2.808749,2.846997,1,5
dc1,116835,116835,766396,ompHLL,2,163.242493,162.528798,158.321727,0.009390,0.009431,0.009682,1,5
FEM_3D_thermal1,17880,17880,430740,serial,1,0.400409,0.399965,0.397813,2.151500,2.153889,2.165541,1,5
FEM_3D_thermal1,17880,17880,430740,ompCSR,2,0.212247,0.211367,0.207057,4.058865,4.075764,4.160594,1,5
FEM_3D_thermal1,17880,17880,430740,ompHLL,2,0.428203,0.418725,0.394757,2.011848,2.057389,2.182304,1,5
lung2,109460,109460,492564,serial,1,0.529797,0.531220,0.522747,1.859444,1.854463,1.884521,1,5
lung2,109460,109460,492564,ompCSR,2,0.255714,0.259145,0.243020,3.852468,3.801462,4.053691,1,5
lung2,109460,109460,492564,ompHLL,2,0.776817,0.774134,0.735336,1.268159,1.272554,1.339698,1,5
mac_econ_fwd500,206500,206500,1273389,serial,1,1.577463,1.579903,1.546238,1.614477,1.611984,1.647080,1,5
mac_econ_fwd500,206500,206500,1273389,ompCSR,2,0.837191,0.838382,0.821438,3.042050,3.037732,3.100390,1,5
mac_econ_fwd500,206500,206500,1273389,ompHLL,2,8.101450,8.085112,8.037400,0.314361,0.314996,0.316866,1,5
mcfe,765,765,24382,serial,1,0.027562,0.027557,0.027500,1.769216,1.769571,1.773238,1,5
mcfe,765,765,24382,ompCSR,2,0.015226,0.014926,0.014600,3.202682,3.266945,3.340001,1,5
mcfe,765,765,24382,ompHLL,2,0.077195,0.076375,0.075995,0.631699,0.638478,0.641674,1,5
mhd4800a,4800,4800,102252,serial,1,0.096883,0.095661,0.095510,2.110834,2.137810,2.141178,1,5
mhd4800a,4800,4800,102252,ompCSR,2,0.052308,0.051546,0.051005,3.909630,3.967410,4.009486,1,5
mhd4800a,4800,4800,102252,ompHLL,2,0.187393,0.182381,0.181635,1.091312,1.121298,1.125907,1,5
mhda416,416,416,8562,serial,1,0.008928,0.008884,0.008859,1.917947,1.927497,1.932955,1,5
mhda416,416,416,8562,ompCSR,2,0.016615,0.017569,0.011704,1.030606,0.974672,1.463098,1,5
mhda416,416,416,8562,ompHLL,2,0.019099,0.018707,0.017997,0.896605,0.915382,0.951492,1,5
mhda416,416,416,8562,serial,1,0.008798,0.008772,0.008754,1.946248,1.952014,1.956142,1,5
mhda416,416,416,8562,ompCSR,2,0.006140,0.005810,0.005653,2.789041,2.947333,3.029182,1,5
mhda416,416,416,8562,ompHLL,2,0.017818,0.017664,0.017072,0.961075,0.969430,1.003042,1,5
ML_Laplace,377002,377002,27689972,serial,1,32.975701,32.973484,32.556063,1.679417,1.679530,1.701064,1,5
ML_Laplace,377002,377002,27689972,ompCSR,2,16.877295,16.862781,16.857893,3.281328,3.284152,3.285105,1,5
ML_Laplace,377002,377002,27689972,ompHLL,2,25.164416,24.831705,24.686615,2.200724,2.230211,2.243319,1,5
nlpkkt80,1062400,1062400,28704672,serial,1,33.868416,33.900266,33.588224,1.695070,1.693478,1.709210,1,5
nlpkkt80,1062400,1062400,28704672,ompCSR,2,17.045764,17.006788,16.977010,3.367954,3.375672,3.381593,1,5
nlpkkt80,1062400,1062400,28704672,ompHLL,2,23.621932,23.578280,23.549433,2.430341,2.434840,2.437823,1,5
olafu,16146,16146,1015156,serial,1,1.106282,1.104315,1.101793,1.835258,1.838526,1.842734,1,5
olafu,16146,16146,1015156,ompCSR,2,0.549192,0.543991,0.536098,3.696904,3.732253,3.787204,1,5
olafu,16146,16146,1015156,ompHLL,2,1.966073,1.941734,1.882392,1.032674,1.045618,1.078581,1,5
olm1000,1000,1000,3996,serial,1,0.004262,0.004256,0.004212,1.875294,1.877807,1.897478,1,5
olm1000,1000,1000,3996,ompCSR,2,0.004080,0.004181,0.003699,1.958596,1.911505,2.160595,1,5
olm1000,1000,1000,3996,ompHLL,2,0.009030,0.009081,0.008623,0.885003,0.880127,0.926824,1,5
PR02R,161070,161070,8185136,serial,1,9.739218,9.736731,9.733760,1.680861,1.681290,1.681804,1,5
PR02R,161070,161070,8185136,ompCSR,2,4.833617,4.831842,4.820154,3.386754,3.387998,3.396213,1,5
PR02R,161070,161070,8185136,ompHLL,2,13.478377,13.091032,12.748729,1.214558,1.250495,1.284071,1,5
raefsky2,3242,3242,294276,serial,1,0.330389,0.329735,0.327774,1.781391,1.784924,1.795603,1,5
raefsky2,3242,3242,294276,ompCSR,2,0.239688,0.236252,0.200321,2.455492,2.491209,2.938045,1,5
raefsky2,3242,3242,294276,ompHLL,2,0.773262,0.817076,0.505922,0.761128,0.720315,1.163326,1,5
rdist2,3198,3198,56934,serial,1,0.054604,0.054602,0.054575,2.085333,2.085436,2.086453,1,5
rdist2,3198,3198,56934,ompCSR,2,0.031297,0.030564,0.030092,3.638330,3.725556,3.784000,1,5
rdist2,3198,3198,56934,ompHLL,2,0.217751,0.215256,0.211646,0.522928,0.528989,0.538012,1,5
roadNet-PA,1090920,1090920,3083796,serial,1,9.049403,9.045656,9.034033,0.681547,0.681829,0.682706,1,5
roadNet-PA,1090920,1090920,3083796,ompCSR,2,4.841330,4.835931,4.745812,1.273946,1.275368,1.299586,1,5
roadNet-PA,1090920,1090920,3083796,ompHLL,2,9.225278,9.213020,9.060463,0.668553,0.669443,0.680715,1,5
thermal1,82654,82654,574458,serial,1,0.818963,0.817109,0.815708,1.402890,1.406074,1.408489,1,5
thermal1,82654,82654,574458,ompCSR,2,0.390299,0.385487,0.374203,2.943678,2.980424,3.070302,1,5
thermal1,82654,82654,574458,ompHLL,2,0.844158,0.831957,0.799201,1.361021,1.380980,1.437581,1,5
thermal2,1228045,1228045,8580313,serial,1,17.067136,17.036571,16.818145,1.005478,1.007282,1.020364,1,5
thermal2,1228045,1228045,8580313,ompCSR,2,8.441077,8.393945,8.240559,2.032990,2.044405,2.082459,1,5
thermal2,1228045,1228045,8580313,ompHLL,2,15.483370,15.373880,15.172848,1.108326,1.116220,1.131009,1,5
thermomech_TK,102158,102158,711558,serial,1,1.122119,1.119261,1.117850,1.268239,1.271478,1.273083,1,5
thermomech_TK,102158,102158,711558,ompCSR,2,0.564537,0.559311,0.549334,2.520856,2.544407,2.590621,1,5
thermomech_TK,102158,102158,711558,ompHLL,2,1.256310,1.250223,1.219081,1.132775,1.138290,1.167368,1,5
webbase-1M,1000005,1000005,3105536,serial,1,6.174947,6.176380,6.162704,1.005850,1.005617,1.007849,1,5
webbase-1M,1000005,1000005,3105536,ompCSR,2,3.519084,3.513209,3.480631,1.764968,1.767920,1.784467,1,5
webbase-1M,1000005,1000005,3105536,ompHLL,2,97.340756,96.390087,95.569516,0.063808,0.064437,0.064990,1,5
west2021,2021,2021,7353,serial,1,0.008617,0.008599,0.008465,1.706585,1.710103,1.737290,1,5
west2021,2021,2021,7353,ompCSR,2,0.006260,0.005749,0.005168,2.349103,2.558012,2.845574,1,5
west2021,2021,2021,7353,ompHLL,2,0.034508,0.032627,0.032098,0.426166,0.450724,0.458161,1,5
adder_dcop_32,1813,1813,11246,serial,1,0.023370,0.023393,0.023204,0.962432,0.961464,0.969320,1,5
adder_dcop_32,1813,1813,11246,ompCSR,3,0.018435,0.017626,0.014176,1.220085,1.276101,1.586624,1,5
adder_dcop_32,1813,1813,11246,ompHLL,3,2.102937,2.025616,1.817115,0.010696,0.011104,0.012378,1,5
af_1_k101,503625,503625,17550675,serial,1,22.283143,21.887476,21.874357,1.575242,1.603718,1.604680,1,5
af_1_k101,503625,503625,17550675,ompCSR,3,7.517550,7.509399,7.488752,4.669254,4.674322,4.687210,1,5
af_1_k101,503625,503625,17550675,ompHLL,3,10.054018,9.706608,9.664866,3.491276,3.616232,3.631851,1,5
af23560,23560,23560,484256,serial,1,0.435934,0.434190,0.431887,2.221694,2.230618,2.242513,1,5
af23560,23560,23560,484256,ompCSR,3,0.225000,0.209236,0.186176,4.304506,4.628801,5.202130,1,5
af23560,23560,23560,484256,ompHLL,3,0.330456,0.323281,0.301448,2.930835,2.995882,3.212867,1,5
amazon0302,262111,262111,1234877,serial,1,3.023279,3.021095,3.010417,0.816912,0.817503,0.820403,1,5
amazon0302,262111,262111,1234877,ompCSR,3,1.410975,1.429808,1.064440,1.750389,1.727332,2.320238,1,5
amazon0302,262111,262111,1234877,ompHLL,3,1.940652,1.843796,1.683323,1.272642,1.339495,1.467190,1,5
bcsstk17,10974,10974,428650,serial,1,0.437571,0.438387,0.433877,1.959225,1.955578,1.975906,1,5
bcsstk17,10974,10974,428650,ompCSR,3,0.219006,0.190324,0.181912,3.914504,4.504423,4.712716,1,5
bcsstk17,10974,10974,428650,ompHLL,3,2.313901,2.289012,1.758565,0.370500,0.374528,0.487500,1,5
cage4,9,9,49,serial,1,0.000081,0.000074,0.000073,1.209937,1.333038,1.342605,1,5
cage4,9,9,49,ompCSR,3,0.003973,0.003626,0.003572,0.024668,0.027031,0.027436,1,5
cage4,9,9,49,ompHLL,3,0.004016,0.004211,0.002860,0.024401,0.023273,0.034266,1,5
cant,62451,62451,4007383,serial,1,4.811635,4.806353,4.708426,1.665705,1.667536,1.702218,1,5
cant,62451,62451,4007383,ompCSR,3,2.420462,2.421615,2.276275,3.311255,3.309677,3.521001,1,5
cant,62451,62451,4007383,ompHLL,3,5.397895,5.168373,5.054436,1.484795,1.550733,1.585689,1,5
cavity10,2597,2597,76367,serial,1,0.080092,0.080083,0.080021,1.906982,1.907196,1.908674,1,5
cavity10,2597,2597,76367,ompCSR,3,0.062068,0.062297,0.052723,2.460753,2.451726,2.896915,1,5
cavity10,2597,2597,76367,ompHLL,3,0.227835,0.197048,0.195135,0.670370,0.775109,0.782709,1,5
cop20k_A,121192,121192,2624331,serial,1,4.394895,4.392182,4.373163,1.194263,1.195001,1.200198,1,5
cop20k_A,121192,121192,2624331,ompCSR,3,2.151767,2.141689,1.872832,2.439233,2.450711,2.802527,1,5
cop20k_A,121192,121192,2624331,ompHLL,3,4.715359,4.658111,4.012304,1.113099,1.126779,1.308142,1,5
Cube_Coup_dt0,2164760,2164760,127206144,serial,1,153.101889,152.768631,152.514094,1.661719,1.665344,1.668123,1,5
Cube_Coup_dt0,2164760,2164760,127206144,ompCSR,3,64.193221,60.614994,55.405803,3.963227,4.197184,4.591799,1,5
Cube_Coup_dt0,2164760,2164760,127206144,ompHLL,3,103.586876,103.220484,89.169903,2.456028,2.464746,2.853118,1,5
dc1,116835,116835,766396,serial,1,0.885351,0.884600,0.880137,1.731283,1.732751,1.741538,1,5
dc1,116835,116835,766396,ompCSR,3,0.586617,0.579526,0.419021,2.612936,2.644904,3.658031,1,5
dc1,116835,116835,766396,ompHLL,3,162.482726,160.615793,158.655296,0.009434,0.009543,0.009661,1,5
FEM_3D_thermal1,17880,17880,430740,serial,1,0.398966,0.398163,0.397161,2.159283,2.163639,2.169095,1,5
FEM_3D_thermal1,17880,17880,430740,ompCSR,3,0.246204,0.209622,0.148007,3.499046,4.109683,5.820538,1,5
FEM_3D_thermal1,17880,17880,430740,ompHLL,3,0.379110,0.386340,0.284601,2.272375,2.229849,3.026975,1,5
lung2,109460,109460,492564,serial,1,0.535626,0.527133,0.522824,1.839209,1.868840,1.884244,1,5
lung2,109460,109460,492564,ompCSR,3,0.233040,0.215714,0.204050,4.227286,4.566824,4.827876,1,5
lung2,109460,109460,492564,ompHLL,3,0.675698,0.707067,0.558533,1.457941,1.393260,1.763778,1,5
mac_econ_fwd500,206500,206500,1273389,serial,1,1.496566,1.496972,1.486280,1.701748,1.701286,1.713525,1,5
mac_econ_fwd500,206500,206500,1273389,ompCSR,3,0.832411,0.833358,0.699798,3.059519,3.056045,3.639305,1,5
mac_econ_fwd500,206500,206500,1273389,ompHLL,3,6.921024,6.715519,5.840278,0.367977,0.379238,0.436071,1,5
mcfe,765,765,24382,serial,1,0.026633,0.026608,0.026577,1.830943,1.832682,1.834817,1,5
mcfe,765,765,24382,ompCSR,3,0.031894,0.029038,0.027083,1.528938,1.679344,1.800533,1,5
mcfe,765,765,24382,ompHLL,3,0.124009,0.113880,0.081191,0.393229,0.428205,0.600609,1,5
mhd4800a,4800,4800,102252,serial,1,0.095490,0.095485,0.095463,2.141627,2.141739,2.142233,1,5
mhd4800a,4800,4800,102252,ompCSR,3,0.069572,0.070049,0.065544,2.939479,2.919422,3.120101,1,5
mhd4800a,4800,4800,102252,ompHLL,3,0.251277,0.247248,0.182811,0.813859,0.827121,1.118663,1,5
mhda416,416,416,8562,serial,1,0.009985,0.008821,0.008765,1.715057,1.941169,1.953674,1,5
mhda416,416,416,8562,ompCSR,3,0.010834,0.010049,0.007566,1.580581,1.703966,2.263299,1,5
mhda416,416,416,8562,ompHLL,3,0.023013,0.021551,0.018602,0.744100,0.794579,0.920546,1,5
mhda416,416,416,8562,serial,1,0.008797,0.008772,0.008770,1.946680,1.952118,1.952558,1,5
mhda416,416,416,8562,ompCSR,3,0.011777,0.011600,0.009552,1.454023,1.476151,1.792715,1,5
mhda416,416,416,8562,ompHLL,3,0.022091,0.020993,0.020018,0.775165,0.815700,0.855427,1,5
ML_Laplace,377002,377002,27689972,serial,1,33.014870,32.640754,32.405631,1.677424,1.696650,1.708961,1,5
ML_Laplace,377002,377002,27689972,ompCSR,3,12.069829,11.775739,11.655541,4.588296,4.702885,4.751383,1,5
ML_Laplace,377002,377002,27689972,ompHLL,3,17.152433,17.086595,16.906928,3.228693,3.241134,3.275577,1,5
nlpkkt80,1062400,1062400,28704672,serial,1,33.095349,33.068577,33.035963,1.734665,1.736069,1.737783,1,5
nlpkkt80,1062400,1062400,28704672,ompCSR,3,12.353316,12.336591,12.258053,4.647282,4.653583,4.683398,1,5
