Matrix,Mode,Threads,Speedup_Avg,Speedup_Median
af_1_k101,ompHLL,20,2.962224,2.979263
af23560,ompCSR,20,4.488720,4.845123
af23560,ompHLL,20,1.259358,1.322399
amazon0302,ompCSR,20,7.534378,7.494614
amazon0302,ompHLL,20,3.501227,3.626800
bcsstk17,ompCSR,20,4.494944,4.319023
bcsstk17,ompHLL,20,.170975,.166370
cage4,ompCSR,20,.004635,.004495
cage4,ompHLL,20,.005074,.005014
cant,ompCSR,20,3.025369,3.094571
cant,ompHLL,20,1.489948,1.512463
cavity10,ompCSR,20,1.734481,1.643019
cavity10,ompHLL,20,.280516,.285392
cop20k_A,ompCSR,20,3.648404,3.802721
cop20k_A,ompHLL,20,1.986501,2.132683
Cube_Coup_dt0,ompCSR,20,3.042222,3.115059
Cube_Coup_dt0,ompHLL,20,2.372833,2.396338
dc1,ompCSR,20,1.883855,1.980216
dc1,ompHLL,20,.005078,.004985
FEM_3D_thermal1,ompCSR,20,4.272953,4.383597
FEM_3D_thermal1,ompHLL,20,1.189244,1.181186
lung2,ompCSR,20,3.337970,3.360366
lung2,ompHLL,20,1.125682,1.192466
mac_econ_fwd500,ompCSR,20,3.971141,4.230457
mac_econ_fwd500,ompHLL,20,.328993,.343106
mcfe,ompCSR,20,.657177,.654664
mcfe,ompHLL,20,.272966,.299801
mhd4800a,ompCSR,20,1.844912,2.036426
mhd4800a,ompHLL,20,.348456,.390161
mhda416,ompCSR,20,.377320,.361799
mhda416,ompHLL,20,.307907,.353409
mhda416,ompCSR,20,.381978,.396396
mhda416,ompHLL,20,.244723,.260529
ML_Laplace,ompCSR,20,3.299088,3.302607
ML_Laplace,ompHLL,20,2.821168,2.823823
nlpkkt80,ompCSR,20,2.981740,2.998685
nlpkkt80,ompHLL,20,2.621688,2.626811
olafu,ompCSR,20,5.481642,5.522820
olafu,ompHLL,20,.404905,.413152
olm1000,ompCSR,20,.145694,.144121
olm1000,ompHLL,20,.170242,.198019
PR02R,ompCSR,20,3.627646,3.640859
PR02R,ompHLL,20,1.621344,1.613368
raefsky2,ompCSR,20,4.724210,4.668718
raefsky2,ompHLL,20,.616067,.622171
rdist2,ompCSR,20,.968805,.931107
rdist2,ompHLL,20,.178313,.171533
roadNet-PA,ompCSR,20,4.570600,5.025716
roadNet-PA,ompHLL,20,1.753617,1.788064
thermal1,ompCSR,20,5.216343,5.256564
thermal1,ompHLL,20,2.177952,2.159767
thermal2,ompCSR,20,4.208008,4.201287
thermal2,ompHLL,20,2.507146,2.508628
thermomech_TK,ompCSR,20,4.632409,4.684837
thermomech_TK,ompHLL,20,2.720269,2.589952
webbase-1M,ompCSR,20,2.504829,2.489821
webbase-1M,ompHLL,20,.083899,.085150
west2021,ompCSR,20,.248129,.245964
west2021,ompHLL,20,.132777,.132617
adder_dcop_32,ompCSR,21,.642889,.648801
adder_dcop_32,ompHLL,21,.008217,.008187
af_1_k101,ompCSR,21,2.943791,2.875228
af_1_k101,ompHLL,21,2.600466,2.591875
af23560,ompCSR,21,3.932344,4.137150
af23560,ompHLL,21,1.567426,1.591569
amazon0302,ompCSR,21,6.666961,6.871125
amazon0302,ompHLL,21,3.717304,3.680119
bcsstk17,ompCSR,21,4.293203,4.054281
bcsstk17,ompHLL,21,.170094,.198069
cage4,ompCSR,21,.005551,.005400
cage4,ompHLL,21,.004432,.004654
cant,ompCSR,21,2.914630,3.031166
cant,ompHLL,21,1.534205,1.509235
cavity10,ompCSR,21,1.911724,1.928183
cavity10,ompHLL,21,.263981,.245575
cop20k_A,ompCSR,21,3.253757,3.076616
cop20k_A,ompHLL,21,1.924386,1.904256
Cube_Coup_dt0,ompCSR,21,2.622243,2.623232
Cube_Coup_dt0,ompHLL,21,2.248398,2.254456
dc1,ompCSR,21,1.944504,1.875189
dc1,ompHLL,21,.005143,.005122
FEM_3D_thermal1,ompCSR,21,3.512470,3.580109
FEM_3D_thermal1,ompHLL,21,1.130887,1.178407
lung2,ompCSR,21,3.472839,3.662732
lung2,ompHLL,21,1.306093,1.432367
mac_econ_fwd500,ompCSR,21,4.285006,4.244699
mac_econ_fwd500,ompHLL,21,.321103,.328212
mcfe,ompCSR,21,.872854,.969061
mcfe,ompHLL,21,.242280,.242082
mhd4800a,ompCSR,21,1.576919,1.450837
mhd4800a,ompHLL,21,.310811,.345229
mhda416,ompCSR,21,.281243,.278047
mhda416,ompHLL,21,.173149,.184547
mhda416,ompCSR,21,.298772,.298529
mhda416,ompHLL,21,.234438,.238820
ML_Laplace,ompCSR,21,2.881483,2.860877
ML_Laplace,ompHLL,21,2.224140,2.240423
nlpkkt80,ompCSR,21,2.582640,2.553387
nlpkkt80,ompHLL,21,2.377932,2.331026
olafu,ompCSR,21,5.376493,5.150412
olafu,ompHLL,21,.471932,.483293
olm1000,ompCSR,21,.146423,.145802
olm1000,ompHLL,21,.152863,.166041
PR02R,ompCSR,21,3.077295,3.060911
PR02R,ompHLL,21,1.472458,1.438114
raefsky2,ompCSR,21,5.219086,5.161351
raefsky2,ompHLL,21,.380964,.395036
rdist2,ompCSR,21,.929786,.930238
rdist2,ompHLL,21,.131342,.150543
roadNet-PA,ompCSR,21,4.288692,4.473718
roadNet-PA,ompHLL,21,1.781375,1.741988
thermal1,ompCSR,21,5.266983,5.152462
thermal1,ompHLL,21,2.766820,3.054404
thermal2,ompCSR,21,3.864008,3.871843
thermal2,ompHLL,21,2.339870,2.290940
thermomech_TK,ompCSR,21,5.009868,5.062061
thermomech_TK,ompHLL,21,2.346460,2.495505
webbase-1M,ompCSR,21,2.212173,2.169852
webbase-1M,ompHLL,21,.081022,.081096
west2021,ompCSR,21,.230811,.229083
west2021,ompHLL,21,.167705,.166507
adder_dcop_32,ompCSR,22,.403841,.400560
adder_dcop_32,ompHLL,22,.006284,.005661
af_1_k101,ompCSR,22,2.497292,2.489265
af_1_k101,ompHLL,22,2.775774,2.747883
af23560,ompCSR,22,3.487506,3.309307
af23560,ompHLL,22,1.238609,1.251371
amazon0302,ompCSR,22,5.859214,6.031480
amazon0302,ompHLL,22,2.594650,2.607072
bcsstk17,ompCSR,22,5.149964,5.369479
bcsstk17,ompHLL,22,.192288,.180244
cage4,ompCSR,22,.006766,.006238
cage4,ompHLL,22,.005643,.005463
cant,ompCSR,22,2.801086,2.631129
cant,ompHLL,22,1.373064,1.353751
cavity10,ompCSR,22,1.461912,1.466152
cavity10,ompHLL,22,.207255,.220863
cop20k_A,ompCSR,22,3.843247,4.213062
cop20k_A,ompHLL,22,1.811354,1.854320
Cube_Coup_dt0,ompCSR,22,2.613721,2.633996
Cube_Coup_dt0,ompHLL,22,2.109858,2.070309
dc1,ompCSR,22,2.023329,2.011924
dc1,ompHLL,22,.004821,.004813
FEM_3D_thermal1,ompCSR,22,4.362537,4.504862
FEM_3D_thermal1,ompHLL,22,1.076112,1.134795
lung2,ompCSR,22,3.891753,3.834933
lung2,ompHLL,22,1.430060,1.394009
mac_econ_fwd500,ompCSR,22,3.839527,3.851657
mac_econ_fwd500,ompHLL,22,.312963,.309906
mcfe,ompCSR,22,.683149,.672429
mcfe,ompHLL,22,.232955,.238230
mhd4800a,ompCSR,22,1.714793,1.717399
mhd4800a,ompHLL,22,.413980,.411089
mhda416,ompCSR,22,.333251,.390974
mhda416,ompHLL,22,.273015,.277218
mhda416,ompCSR,22,.395015,.393734
mhda416,ompHLL,22,.295640,.301254
ML_Laplace,ompCSR,22,2.527386,2.552263
ML_Laplace,ompHLL,22,2.276882,2.284590
nlpkkt80,ompCSR,22,2.306018,2.286348
nlpkkt80,ompHLL,22,1.964188,1.971365
olafu,ompCSR,22,7.839935,8.460854
olafu,ompHLL,22,.352334,.362588
olm1000,ompCSR,22,.122149,.123587
olm1000,ompHLL,22,.177290,.195040
PR02R,ompCSR,22,2.919172,2.905956
PR02R,ompHLL,22,1.404735,1.411956
raefsky2,ompCSR,22,5.074018,5.638591
raefsky2,ompHLL,22,.473571,.497252
rdist2,ompCSR,22,.878723,.905532
rdist2,ompHLL,22,.161425,.161561
roadNet-PA,ompCSR,22,4.122803,4.148443
roadNet-PA,ompHLL,22,1.763737,1.808510
thermal1,ompCSR,22,6.610856,6.426841
thermal1,ompHLL,22,2.855713,2.818208
thermal2,ompCSR,22,3.006223,2.997159
thermal2,ompHLL,22,2.044011,2.087513
thermomech_TK,ompCSR,22,4.745100,4.872943
thermomech_TK,ompHLL,22,2.368353,2.545962
webbase-1M,ompCSR,22,2.367350,2.380121
webbase-1M,ompHLL,22,.080132,.082215
west2021,ompCSR,22,.186899,.162164
west2021,ompHLL,22,.178990,.164470
adder_dcop_32,ompCSR,23,.429661,.428722
adder_dcop_32,ompHLL,23,.006652,.006014
af_1_k101,ompCSR,23,2.944629,2.939890
af_1_k101,ompHLL,23,2.522295,2.582149
af23560,ompCSR,23,4.126105,4.134542
af23560,ompHLL,23,1.111771,1.202588
amazon0302,ompCSR,23,6.254908,6.200877
amazon0302,ompHLL,23,3.066441,3.162826
bcsstk17,ompCSR,23,4.509352,4.465622
bcsstk17,ompHLL,23,.151662,.166360
cage4,ompCSR,23,.004558,.004409
cage4,ompHLL,23,.004438,.004431
cant,ompCSR,23,2.682757,2.701120
cant,ompHLL,23,1.324742,1.305266
cavity10,ompCSR,23,1.645982,1.703675
cavity10,ompHLL,23,.221803,.260561
cop20k_A,ompCSR,23,4.282179,4.459803
cop20k_A,ompHLL,23,1.810602,1.879209
Cube_Coup_dt0,ompCSR,23,2.339194,2.339250
Cube_Coup_dt0,ompHLL,23,2.079572,2.182575
dc1,ompCSR,23,2.342402,2.405953
dc1,ompHLL,23,.004613,.004879
FEM_3D_thermal1,ompCSR,23,3.373375,3.379294
FEM_3D_thermal1,ompHLL,23,1.058031,1.058626
lung2,ompCSR,23,3.821984,4.149424
lung2,ompHLL,23,1.519204,1.353380
mac_econ_fwd500,ompCSR,23,4.772951,4.498675
mac_econ_fwd500,ompHLL,23,.297617,.301565
mcfe,ompCSR,23,.892916,.888013
mcfe,ompHLL,23,.166496,.191547
mhd4800a,ompCSR,23,1.844919,1.871282
mhd4800a,ompHLL,23,.317693,.347335
mhda416,ompCSR,23,.372661,.371888
mhda416,ompHLL,23,.306853,.307189
mhda416,ompCSR,23,.380295,.375315
mhda416,ompHLL,23,.211237,.209084
ML_Laplace,ompCSR,23,2.552348,2.568517
ML_Laplace,ompHLL,23,2.217947,2.278772
nlpkkt80,ompCSR,23,2.372495,2.351970
nlpkkt80,ompHLL,23,2.186919,2.160978
olafu,ompCSR,23,5.575328,5.324201
olafu,ompHLL,23,.361334,.372714
olm1000,ompCSR,23,.109086,.114168
olm1000,ompHLL,23,.138113,.144310
PR02R,ompCSR,23,3.047931,3.102246
PR02R,ompHLL,23,1.423734,1.438106
raefsky2,ompCSR,23,4.487019,4.718465
raefsky2,ompHLL,23,.435661,.448306
rdist2,ompCSR,23,1.224876,1.218476
rdist2,ompHLL,23,.135465,.149171
roadNet-PA,ompCSR,23,4.024435,3.972504
roadNet-PA,ompHLL,23,1.661642,1.652527
thermal1,ompCSR,23,6.043991,6.252694
thermal1,ompHLL,23,2.281360,2.291007
thermal2,ompCSR,23,3.776200,3.913518
thermal2,ompHLL,23,2.062424,2.058253
thermomech_TK,ompCSR,23,6.157923,6.113217
thermomech_TK,ompHLL,23,2.426430,2.363466
webbase-1M,ompCSR,23,2.247540,2.334538
webbase-1M,ompHLL,23,.095908,.093475
west2021,ompCSR,23,.183125,.173285
west2021,ompHLL,23,.146891,.167940
adder_dcop_32,ompCSR,24,.536036,.531997
adder_dcop_32,ompHLL,24,.006985,.007013
af_1_k101,ompCSR,24,2.675565,2.613937
af_1_k101,ompHLL,24,2.522631,2.542704
af23560,ompCSR,24,3.973840,4.007145
af23560,ompHLL,24,1.201876,1.255283
amazon0302,ompCSR,24,6.961593,6.849505
amazon0302,ompHLL,24,3.150280,3.113792
bcsstk17,ompCSR,24,3.662772,3.716823
bcsstk17,ompHLL,24,.188188,.176197
cage4,ompCSR,24,.005755,.005755
cage4,ompHLL,24,.005374,.005417
cant,ompCSR,24,2.992897,2.999322
cant,ompHLL,24,1.444293,1.451135
cavity10,ompCSR,24,1.726202,1.698429
cavity10,ompHLL,24,.223757,.234784
cop20k_A,ompCSR,24,3.682435,3.838432
cop20k_A,ompHLL,24,1.913445,1.929738
Cube_Coup_dt0,ompCSR,24,2.507397,2.493034
Cube_Coup_dt0,ompHLL,24,2.239957,2.237469
dc1,ompCSR,24,2.308628,2.474386
dc1,ompHLL,24,.004942,.005044
FEM_3D_thermal1,ompCSR,24,3.848493,3.957111
FEM_3D_thermal1,ompHLL,24,.978578,.953721
lung2,ompCSR,24,3.241918,3.730608
lung2,ompHLL,24,1.497059,1.495888
mac_econ_fwd500,ompCSR,24,3.528463,3.466547
mac_econ_fwd500,ompHLL,24,.298651,.321584
mcfe,ompCSR,24,.653848,.659033
mcfe,ompHLL,24,.169002,.184952
mhd4800a,ompCSR,24,1.768954,1.784071
mhd4800a,ompHLL,24,.343824,.343738
mhda416,ompCSR,24,.279729,.277269
mhda416,ompHLL,24,.266089,.272961
mhda416,ompCSR,24,.251443,.251292
mhda416,ompHLL,24,.271575,.269939
ML_Laplace,ompCSR,24,2.430872,2.444477
ML_Laplace,ompHLL,24,2.535124,2.573808
nlpkkt80,ompCSR,24,2.383944,2.356552
nlpkkt80,ompHLL,24,2.052046,2.099137
olafu,ompCSR,24,5.404516,6.242272
olafu,ompHLL,24,.365856,.390683
olm1000,ompCSR,24,.103576,.102860
olm1000,ompHLL,24,.157444,.178830
PR02R,ompCSR,24,2.802947,2.767647
PR02R,ompHLL,24,1.355879,1.369265
raefsky2,ompCSR,24,5.634969,5.575426
raefsky2,ompHLL,24,.490333,.496528
rdist2,ompCSR,24,.833541,.828498
rdist2,ompHLL,24,.142490,.162971
roadNet-PA,ompCSR,24,4.047385,3.955855
roadNet-PA,ompHLL,24,1.985548,1.943041
thermal1,ompCSR,24,4.871877,4.632366
thermal1,ompHLL,24,2.087045,2.168467
thermal2,ompCSR,24,3.593612,3.608157
thermal2,ompHLL,24,1.945136,1.984715
thermomech_TK,ompCSR,24,4.803759,5.041413
thermomech_TK,ompHLL,24,1.956106,1.917840
webbase-1M,ompCSR,24,2.437544,2.426333
webbase-1M,ompHLL,24,.096423,.095477
west2021,ompCSR,24,.225544,.223229
west2021,ompHLL,24,.155677,.155073
adder_dcop_32,ompCSR,25,.527950,.519564
adder_dcop_32,ompHLL,25,.006565,.005951
af_1_k101,ompCSR,25,2.800031,2.837227
af_1_k101,ompHLL,25,2.384669,2.374141
af23560,ompCSR,25,4.092771,4.157305
af23560,ompHLL,25,1.112407,1.121953
amazon0302,ompCSR,25,6.188213,6.386636
amazon0302,ompHLL,25,3.107131,3.187144
bcsstk17,ompCSR,25,5.119236,5.159835
bcsstk17,ompHLL,25,.180894,.178233
cage4,ompCSR,25,.005994,.005622
cage4,ompHLL,25,.005394,.005013
cant,ompCSR,25,2.809511,2.944877
cant,ompHLL,25,1.407029,1.425737
cavity10,ompCSR,25,1.291385,1.303505
cavity10,ompHLL,25,.223994,.233955
cop20k_A,ompCSR,25,3.607358,3.555776
cop20k_A,ompHLL,25,1.839494,1.830882
Cube_Coup_dt0,ompCSR,25,2.614074,2.612464
Cube_Coup_dt0,ompHLL,25,1.981764,1.974477
dc1,ompCSR,25,1.985698,2.025509
dc1,ompHLL,25,.004709,.004891
FEM_3D_thermal1,ompCSR,25,3.947794,3.906762
FEM_3D_thermal1,ompHLL,25,1.041470,1.042039
lung2,ompCSR,25,3.217137,3.324270
lung2,ompHLL,25,1.220471,1.196142
mac_econ_fwd500,ompCSR,25,5.019184,4.892762
mac_econ_fwd500,ompHLL,25,.307859,.315843
mcfe,ompCSR,25,.620715,.626747
mcfe,ompHLL,25,.184948,.206934
mhd4800a,ompCSR,25,1.864805,1.844393
mhd4800a,ompHLL,25,.293159,.331770
mhda416,ompCSR,25,.237976,.251706
mhda416,ompHLL,25,.281810,.299403
mhda416,ompCSR,25,.258750,.268901
mhda416,ompHLL,25,.254221,.269709
ML_Laplace,ompCSR,25,2.627101,2.573945
ML_Laplace,ompHLL,25,2.595125,2.674140
nlpkkt80,ompCSR,25,2.433860,2.456194
nlpkkt80,ompHLL,25,2.127224,2.199480
olafu,ompCSR,25,4.516075,4.460611
olafu,ompHLL,25,.415453,.394494
olm1000,ompCSR,25,.132161,.138552
olm1000,ompHLL,25,.180849,.174221
PR02R,ompCSR,25,2.808730,2.800875
PR02R,ompHLL,25,1.396291,1.358299
raefsky2,ompCSR,25,4.634140,4.605868
raefsky2,ompHLL,25,.495168,.492785
rdist2,ompCSR,25,1.190672,1.196592
rdist2,ompHLL,25,.164020,.158971
roadNet-PA,ompCSR,25,4.190940,4.472335
roadNet-PA,ompHLL,25,1.852223,1.852047
thermal1,ompCSR,25,5.029067,4.799845
thermal1,ompHLL,25,2.418722,2.934011
thermal2,ompCSR,25,3.648269,3.644177
thermal2,ompHLL,25,1.973836,1.916042
thermomech_TK,ompCSR,25,4.722165,4.892933
thermomech_TK,ompHLL,25,2.201030,2.367401
webbase-1M,ompCSR,25,2.294453,2.391613
webbase-1M,ompHLL,25,.085182,.085069
west2021,ompCSR,25,.211852,.211651
west2021,ompHLL,25,.156239,.155504
adder_dcop_32,ompCSR,26,.514237,.516002
adder_dcop_32,ompHLL,26,.006509,.005838
af_1_k101,ompCSR,26,2.622017,2.755046
af_1_k101,ompHLL,26,2.189158,2.127730
af23560,ompCSR,26,3.443295,3.493276
af23560,ompHLL,26,1.210291,1.240211
amazon0302,ompCSR,26,6.280080,6.516077
amazon0302,ompHLL,26,3.062351,3.263608
bcsstk17,ompCSR,26,4.044549,4.176328
bcsstk17,ompHLL,26,.168386,.167978
cage4,ompCSR,26,.004102,.004764
cage4,ompHLL,26,.004677,.004657
cant,ompCSR,26,2.927333,2.979884
cant,ompHLL,26,1.343642,1.344686
cavity10,ompCSR,26,1.742713,1.818488
cavity10,ompHLL,26,.210425,.237807
cop20k_A,ompCSR,26,3.520920,3.741411
cop20k_A,ompHLL,26,1.885625,1.929595
Cube_Coup_dt0,ompCSR,26,2.425799,2.505855
Cube_Coup_dt0,ompHLL,26,1.970457,1.939421
dc1,ompCSR,26,2.107809,2.093151
dc1,ompHLL,26,.004487,.004588
FEM_3D_thermal1,ompCSR,26,3.705785,3.877483
FEM_3D_thermal1,ompHLL,26,.938996,.996197
lung2,ompCSR,26,3.202685,3.179691
lung2,ompHLL,26,1.281115,1.351313
mac_econ_fwd500,ompCSR,26,4.108861,4.442347
mac_econ_fwd500,ompHLL,26,.299346,.301865
mcfe,ompCSR,26,.666598,.675872
mcfe,ompHLL,26,.197806,.231386
mhd4800a,ompCSR,26,1.792901,1.758651
mhd4800a,ompHLL,26,.320145,.347733
mhda416,ompCSR,26,.353849,.341057
mhda416,ompHLL,26,.216061,.221836
mhda416,ompCSR,26,.346198,.333557
mhda416,ompHLL,26,.274043,.273237
ML_Laplace,ompCSR,26,2.525888,2.476348
ML_Laplace,ompHLL,26,2.603776,2.545153
nlpkkt80,ompCSR,26,2.256654,2.163863
nlpkkt80,ompHLL,26,1.904367,1.919541
olafu,ompCSR,26,5.192989,5.302955
olafu,ompHLL,26,.428952,.430713
olm1000,ompCSR,26,.128176,.134917
olm1000,ompHLL,26,.156689,.181276
PR02R,ompCSR,26,2.834269,2.756514
PR02R,ompHLL,26,1.226035,1.191897
raefsky2,ompCSR,26,4.878196,5.192407
raefsky2,ompHLL,26,.449253,.499704
rdist2,ompCSR,26,1.093854,1.128216
rdist2,ompHLL,26,.132488,.142987
roadNet-PA,ompCSR,26,4.493575,4.752797
roadNet-PA,ompHLL,26,1.804099,1.944726
thermal1,ompCSR,26,5.104211,5.385037
thermal1,ompHLL,26,2.074277,2.072011
thermal2,ompCSR,26,3.699856,3.681572
thermal2,ompHLL,26,1.860224,1.869775
thermomech_TK,ompCSR,26,4.901180,5.025067
thermomech_TK,ompHLL,26,2.095677,2.340693
webbase-1M,ompCSR,26,2.090579,2.067510
webbase-1M,ompHLL,26,.086660,.087258
west2021,ompCSR,26,.212523,.209162
west2021,ompHLL,26,.161100,.160629
adder_dcop_32,ompCSR,27,.334902,.342447
adder_dcop_32,ompHLL,27,.006229,.005737
af_1_k101,ompCSR,27,2.555318,2.584421
af_1_k101,ompHLL,27,2.358119,2.386782
af23560,ompCSR,27,3.357480,3.332399
af23560,ompHLL,27,1.157122,1.240022
amazon0302,ompCSR,27,7.317882,7.367104
amazon0302,ompHLL,27,2.629970,2.627139
bcsstk17,ompCSR,27,4.419071,4.603268
bcsstk17,ompHLL,27,.150452,.155800
cage4,ompCSR,27,.004860,.004689
cage4,ompHLL,27,.004326,.004466
cant,ompCSR,27,2.871542,2.942932
cant,ompHLL,27,1.353275,1.356927
cavity10,ompCSR,27,1.723385,1.710595
cavity10,ompHLL,27,.217985,.235905
cop20k_A,ompCSR,27,4.509440,4.667920
cop20k_A,ompHLL,27,1.793405,1.856101
Cube_Coup_dt0,ompCSR,27,2.419498,2.428198
Cube_Coup_dt0,ompHLL,27,2.011199,1.966899
dc1,ompCSR,27,2.254031,2.240620
dc1,ompHLL,27,.004654,.004917
FEM_3D_thermal1,ompCSR,27,3.725797,3.909329
FEM_3D_thermal1,ompHLL,27,1.052185,1.105713
lung2,ompCSR,27,3.399673,3.358522
lung2,ompHLL,27,1.655187,1.498574
mac_econ_fwd500,ompCSR,27,3.596367,3.576483
mac_econ_fwd500,ompHLL,27,.285419,.284076
mcfe,ompCSR,27,.883644,.875059
mcfe,ompHLL,27,.182425,.181946
mhd4800a,ompCSR,27,1.764625,1.771939
mhd4800a,ompHLL,27,.310899,.337590
mhda416,ompCSR,27,.342420,.344186
mhda416,ompHLL,27,.214920,.258106
mhda416,ompCSR,27,.351238,.351332
mhda416,ompHLL,27,.245687,.243285
ML_Laplace,ompCSR,27,2.370761,2.342254
ML_Laplace,ompHLL,27,2.222989,2.183409
nlpkkt80,ompCSR,27,2.196042,2.208302
nlpkkt80,ompHLL,27,1.973430,1.992106
olafu,ompCSR,27,5.422801,5.792052
olafu,ompHLL,27,.430050,.419127
olm1000,ompCSR,27,.129582,.129407
olm1000,ompHLL,27,.181040,.191017
PR02R,ompCSR,27,2.545420,2.694552
PR02R,ompHLL,27,1.242616,1.242928
raefsky2,ompCSR,27,4.735579,4.981138
raefsky2,ompHLL,27,.385768,.419849
rdist2,ompCSR,27,1.041608,1.054594
rdist2,ompHLL,27,.139696,.154486
roadNet-PA,ompCSR,27,4.334081,4.235547
roadNet-PA,ompHLL,27,1.952002,1.989833
thermal1,ompCSR,27,4.577960,4.687475
thermal1,ompHLL,27,2.550468,2.567222
thermal2,ompCSR,27,3.559354,3.545142
thermal2,ompHLL,27,2.182434,2.187634
thermomech_TK,ompCSR,27,5.217886,5.248769
thermomech_TK,ompHLL,27,2.293821,2.524766
webbase-1M,ompCSR,27,2.517080,2.523087
webbase-1M,ompHLL,27,.083672,.085907
west2021,ompCSR,27,.217423,.214669
west2021,ompHLL,27,.166313,.165924
adder_dcop_32,ompCSR,28,.503895,.503473
adder_dcop_32,ompHLL,28,.006674,.005836
af_1_k101,ompCSR,28,2.466624,2.466383
af_1_k101,ompHLL,28,2.564944,2.633162
af23560,ompCSR,28,3.454415,3.462104
af23560,ompHLL,28,1.251737,1.248424
amazon0302,ompCSR,28,6.379923,6.221286
amazon0302,ompHLL,28,3.125804,3.070578
bcsstk17,ompCSR,28,4.215890,4.249826
bcsstk17,ompHLL,28,.141496,.144775
cage4,ompCSR,28,.004155,.003882
cage4,ompHLL,28,.004510,.004584
cant,ompCSR,28,2.784813,2.772219
cant,ompHLL,28,1.284082,1.279196
cavity10,ompCSR,28,1.383635,1.453971
cavity10,ompHLL,28,.239093,.258034
cop20k_A,ompCSR,28,3.682882,3.802604
cop20k_A,ompHLL,28,1.758787,1.766781
Cube_Coup_dt0,ompCSR,28,2.340399,2.349241
Cube_Coup_dt0,ompHLL,28,1.963904,1.961694
dc1,ompCSR,28,2.136333,2.126715
dc1,ompHLL,28,.005245,.005264
FEM_3D_thermal1,ompCSR,28,3.077869,3.206935
FEM_3D_thermal1,ompHLL,28,.938397,.940160
lung2,ompCSR,28,3.050309,3.101409
lung2,ompHLL,28,1.288317,1.241626
mac_econ_fwd500,ompCSR,28,3.524144,3.337053
mac_econ_fwd500,ompHLL,28,.298746,.300842
mcfe,ompCSR,28,.552711,.706842
mcfe,ompHLL,28,.188802,.211254
mhd4800a,ompCSR,28,1.620384,1.635920
mhd4800a,ompHLL,28,.247019,.244406
mhda416,ompCSR,28,.370044,.368077
mhda416,ompHLL,28,.234404,.257913
mhda416,ompCSR,28,.255117,.257386
mhda416,ompHLL,28,.275025,.276774
ML_Laplace,ompCSR,28,2.393009,2.369788
ML_Laplace,ompHLL,28,2.595085,2.699309
nlpkkt80,ompCSR,28,2.339125,2.363616
nlpkkt80,ompHLL,28,1.857045,1.890047
olafu,ompCSR,28,5.685783,5.432758
olafu,ompHLL,28,.329672,.330747
olm1000,ompCSR,28,.130028,.131225
olm1000,ompHLL,28,.175781,.190966
PR02R,ompCSR,28,2.659254,2.570760
PR02R,ompHLL,28,1.331392,1.268784
raefsky2,ompCSR,28,4.398695,4.233345
raefsky2,ompHLL,28,.489772,.496118
rdist2,ompCSR,28,1.099250,1.102860
rdist2,ompHLL,28,.167481,.160635
roadNet-PA,ompCSR,28,4.166869,4.183775
roadNet-PA,ompHLL,28,1.873694,1.875046
thermal1,ompCSR,28,5.160385,5.857931
thermal1,ompHLL,28,2.250097,2.382788
thermal2,ompCSR,28,3.493770,3.515144
thermal2,ompHLL,28,2.326051,2.322572
thermomech_TK,ompCSR,28,5.740844,5.833915
thermomech_TK,ompHLL,28,2.333211,2.627718
webbase-1M,ompCSR,28,2.154025,2.191911
webbase-1M,ompHLL,28,.096599,.098149
west2021,ompCSR,28,.194879,.194860
west2021,ompHLL,28,.156517,.156892
adder_dcop_32,ompCSR,29,.482472,.491757
adder_dcop_32,ompHLL,29,.005950,.005929
af_1_k101,ompCSR,29,2.595635,2.586169
af_1_k101,ompHLL,29,2.333649,2.378539
af23560,ompCSR,29,3.581174,3.524110
af23560,ompHLL,29,1.143454,1.250185
amazon0302,ompCSR,29,6.806249,6.976374
amazon0302,ompHLL,29,3.070593,3.160123
bcsstk17,ompCSR,29,3.420120,3.511865
bcsstk17,ompHLL,29,.154389,.170621
cage4,ompCSR,29,.007336,.006832
cage4,ompHLL,29,.006534,.006094
cant,ompCSR,29,2.995468,3.123680
cant,ompHLL,29,1.355151,1.439841
cavity10,ompCSR,29,1.627833,1.614254
cavity10,ompHLL,29,.221044,.258649
cop20k_A,ompCSR,29,3.478269,3.520236
cop20k_A,ompHLL,29,1.785688,1.793005
Cube_Coup_dt0,ompCSR,29,2.187488,2.185380
Cube_Coup_dt0,ompHLL,29,1.890241,1.872595
dc1,ompCSR,29,1.899445,1.909333
dc1,ompHLL,29,.005250,.005230
FEM_3D_thermal1,ompCSR,29,3.457595,3.471488
FEM_3D_thermal1,ompHLL,29,.911687,.910793
lung2,ompCSR,29,3.281276,3.054094
lung2,ompHLL,29,1.566467,1.646796
mac_econ_fwd500,ompCSR,29,4.285980,4.715965
mac_econ_fwd500,ompHLL,29,.327415,.339816
mcfe,ompCSR,29,.585338,.586642
mcfe,ompHLL,29,.184111,.196883
mhd4800a,ompCSR,29,1.283439,1.182561
mhd4800a,ompHLL,29,.278696,.289726
mhda416,ompCSR,29,.232659,.227427
mhda416,ompHLL,29,.235458,.287812
mhda416,ompCSR,29,.339474,.337328
mhda416,ompHLL,29,.237948,.244518
ML_Laplace,ompCSR,29,2.309029,2.317352
ML_Laplace,ompHLL,29,2.363808,2.348315
