Matrix,Mode,Threads,Speedup_Avg,Speedup_Median
mhd4800a,ompHLL,10,.449434,.493209
mhda416,ompCSR,10,.497595,.493714
mhda416,ompHLL,10,.215335,.223503
mhda416,ompCSR,10,.529702,.527116
mhda416,ompHLL,10,.390917,.405139
ML_Laplace,ompCSR,10,3.381803,3.391406
ML_Laplace,ompHLL,10,2.929034,2.938423
nlpkkt80,ompCSR,10,3.045384,3.053137
nlpkkt80,ompHLL,10,2.621852,2.627385
olafu,ompCSR,10,5.095759,6.073269
olafu,ompHLL,10,.435177,.440865
olm1000,ompCSR,10,.204708,.207529
olm1000,ompHLL,10,.163607,.153695
PR02R,ompCSR,10,3.720279,3.713959
PR02R,ompHLL,10,1.582555,1.587549
raefsky2,ompCSR,10,5.005309,5.207240
raefsky2,ompHLL,10,.590880,.645804
rdist2,ompCSR,10,2.146689,2.236520
rdist2,ompHLL,10,.154674,.170957
roadNet-PA,ompCSR,10,3.807159,3.843589
roadNet-PA,ompHLL,10,1.570761,1.589374
thermal1,ompCSR,10,4.939489,6.026193
thermal1,ompHLL,10,2.423921,2.362260
thermal2,ompCSR,10,4.292547,4.312177
thermal2,ompHLL,10,2.351004,2.398305
thermomech_TK,ompCSR,10,4.237155,4.196030
thermomech_TK,ompHLL,10,2.205215,2.159200
webbase-1M,ompCSR,10,1.971641,2.012177
webbase-1M,ompHLL,10,.080131,.081962
west2021,ompCSR,10,.362365,.360193
west2021,ompHLL,10,.210424,.227472
adder_dcop_32,ompCSR,11,.724983,.684054
adder_dcop_32,ompHLL,11,.008880,.009114
af_1_k101,ompCSR,11,3.103181,3.098180
af_1_k101,ompHLL,11,2.945680,2.880577
af23560,ompCSR,11,3.497891,3.602708
af23560,ompHLL,11,1.285959,1.452982
amazon0302,ompCSR,11,5.894049,6.210038
amazon0302,ompHLL,11,2.919100,2.877064
bcsstk17,ompCSR,11,4.810367,4.811316
bcsstk17,ompHLL,11,.268535,.274005
cage4,ompCSR,11,.008249,.007320
cage4,ompHLL,11,.007931,.006996
cant,ompCSR,11,3.102624,3.174629
cant,ompHLL,11,1.486489,1.502687
cavity10,ompCSR,11,2.188712,2.211769
cavity10,ompHLL,11,.267910,.304270
cop20k_A,ompCSR,11,3.063909,3.097086
cop20k_A,ompHLL,11,1.411081,1.454703
Cube_Coup_dt0,ompCSR,11,3.030154,2.997090
Cube_Coup_dt0,ompHLL,11,2.366795,2.364661
dc1,ompCSR,11,1.939741,2.023561
dc1,ompHLL,11,.004539,.004830
FEM_3D_thermal1,ompCSR,11,2.999272,2.978341
FEM_3D_thermal1,ompHLL,11,1.282661,1.321993
lung2,ompCSR,11,3.332904,3.517158
lung2,ompHLL,11,.669038,1.152601
mac_econ_fwd500,ompCSR,11,3.914213,4.531438
mac_econ_fwd500,ompHLL,11,.319350,.327622
mcfe,ompCSR,11,1.611413,1.627707
mcfe,ompHLL,11,.202493,.215943
mhd4800a,ompCSR,11,2.916816,3.100788
mhd4800a,ompHLL,11,.340979,.344230
mhda416,ompCSR,11,.420250,.443168
mhda416,ompHLL,11,.275162,.273644
mhda416,ompCSR,11,.714307,.755757
mhda416,ompHLL,11,.294770,.319288
ML_Laplace,ompCSR,11,3.200969,3.214933
ML_Laplace,ompHLL,11,2.666653,2.668546
nlpkkt80,ompCSR,11,2.788414,2.740515
nlpkkt80,ompHLL,11,2.383960,2.383111
olafu,ompCSR,11,4.280815,4.030721
olafu,ompHLL,11,.439505,.445248
olm1000,ompCSR,11,.167471,.167985
olm1000,ompHLL,11,.157271,.162693
PR02R,ompCSR,11,3.376880,3.378045
PR02R,ompHLL,11,1.381485,1.351339
raefsky2,ompCSR,11,3.611498,3.671109
raefsky2,ompHLL,11,.402821,.422305
rdist2,ompCSR,11,1.846323,1.905420
rdist2,ompHLL,11,.178427,.196135
roadNet-PA,ompCSR,11,4.582163,4.581264
roadNet-PA,ompHLL,11,1.622564,1.659236
thermal1,ompCSR,11,5.097213,4.964189
thermal1,ompHLL,11,2.318422,2.505562
thermal2,ompCSR,11,3.258922,3.267163
thermal2,ompHLL,11,2.991495,2.999060
thermomech_TK,ompCSR,11,4.925082,4.628160
thermomech_TK,ompHLL,11,2.015222,2.087793
webbase-1M,ompCSR,11,2.162516,2.197614
webbase-1M,ompHLL,11,.075912,.072680
west2021,ompCSR,11,.368005,.370752
west2021,ompHLL,11,.170049,.173651
adder_dcop_32,ompCSR,12,.623356,.616796
adder_dcop_32,ompHLL,12,.009352,.009530
af_1_k101,ompCSR,12,3.146342,3.169344
af_1_k101,ompHLL,12,2.961080,3.034932
af23560,ompCSR,12,4.168434,4.491312
af23560,ompHLL,12,1.450190,1.471230
amazon0302,ompCSR,12,5.924021,5.877159
amazon0302,ompHLL,12,2.862955,2.911401
bcsstk17,ompCSR,12,4.481091,4.193077
bcsstk17,ompHLL,12,.170433,.175341
cage4,ompCSR,12,.007157,.007281
cage4,ompHLL,12,.009752,.009140
cant,ompCSR,12,2.877480,2.848372
cant,ompHLL,12,1.523537,1.494545
cavity10,ompCSR,12,1.608969,2.108629
cavity10,ompHLL,12,.225299,.244095
cop20k_A,ompCSR,12,3.034978,3.064051
cop20k_A,ompHLL,12,1.399973,1.390221
Cube_Coup_dt0,ompCSR,12,3.217950,3.249811
Cube_Coup_dt0,ompHLL,12,2.548318,2.579132
dc1,ompCSR,12,2.120423,2.205640
dc1,ompHLL,12,.004806,.004880
FEM_3D_thermal1,ompCSR,12,4.406883,4.313812
FEM_3D_thermal1,ompHLL,12,1.169840,1.077090
lung2,ompCSR,12,3.287428,3.199920
lung2,ompHLL,12,1.053641,1.039228
mac_econ_fwd500,ompCSR,12,4.143662,4.007126
mac_econ_fwd500,ompHLL,12,.319590,.320730
mcfe,ompCSR,12,1.262648,1.282134
mcfe,ompHLL,12,.302644,.312869
mhd4800a,ompCSR,12,2.029366,2.333772
mhd4800a,ompHLL,12,.340884,.396741
mhda416,ompCSR,12,.444743,.427455
mhda416,ompHLL,12,.246632,.288715
mhda416,ompCSR,12,.444449,.441708
mhda416,ompHLL,12,.392997,.399109
ML_Laplace,ompCSR,12,3.063157,3.067315
ML_Laplace,ompHLL,12,2.976924,2.984380
nlpkkt80,ompCSR,12,2.742452,2.793738
nlpkkt80,ompHLL,12,2.562699,2.539714
olafu,ompCSR,12,4.873391,6.167122
olafu,ompHLL,12,.515457,.514331
olm1000,ompCSR,12,.204209,.205635
olm1000,ompHLL,12,.195483,.203283
PR02R,ompCSR,12,3.267237,3.269505
PR02R,ompHLL,12,1.371818,1.359075
raefsky2,ompCSR,12,9.544530,4.405886
raefsky2,ompHLL,12,1.404176,.662436
rdist2,ompCSR,12,1.661671,1.658433
rdist2,ompHLL,12,.173664,.192934
roadNet-PA,ompCSR,12,4.611424,4.970248
roadNet-PA,ompHLL,12,1.768343,1.852783
thermal1,ompCSR,12,4.676015,4.257009
thermal1,ompHLL,12,2.157644,2.135581
thermal2,ompCSR,12,4.063324,4.116629
thermal2,ompHLL,12,2.501090,2.493125
thermomech_TK,ompCSR,12,4.677601,4.870978
thermomech_TK,ompHLL,12,2.031865,2.066647
webbase-1M,ompCSR,12,2.181697,2.300980
webbase-1M,ompHLL,12,.093567,.093069
west2021,ompCSR,12,.307817,.306446
west2021,ompHLL,12,.184114,.212727
adder_dcop_32,ompCSR,13,.562576,.584362
adder_dcop_32,ompHLL,13,.009068,.009047
af_1_k101,ompCSR,13,3.210030,3.227996
af_1_k101,ompHLL,13,2.994629,2.992167
af23560,ompCSR,13,3.802212,3.667484
af23560,ompHLL,13,1.270341,1.318817
amazon0302,ompCSR,13,6.172363,6.605379
amazon0302,ompHLL,13,2.527940,2.590594
bcsstk17,ompCSR,13,4.504941,4.495973
bcsstk17,ompHLL,13,.209230,.212863
cage4,ompCSR,13,.011476,.009615
cage4,ompHLL,13,.011149,.008832
cant,ompCSR,13,2.885521,3.182981
cant,ompHLL,13,1.426404,1.413820
cavity10,ompCSR,13,2.120990,2.002120
cavity10,ompHLL,13,.266740,.290063
cop20k_A,ompCSR,13,3.079899,3.057920
cop20k_A,ompHLL,13,1.341770,1.380489
Cube_Coup_dt0,ompCSR,13,3.066895,3.102490
Cube_Coup_dt0,ompHLL,13,2.341603,2.262664
dc1,ompCSR,13,2.224207,2.206937
dc1,ompHLL,13,.005255,.005288
FEM_3D_thermal1,ompCSR,13,3.700082,3.811978
FEM_3D_thermal1,ompHLL,13,1.086208,1.099912
lung2,ompCSR,13,3.286826,3.444940
lung2,ompHLL,13,1.413498,1.356934
mac_econ_fwd500,ompCSR,13,4.144148,5.057734
mac_econ_fwd500,ompHLL,13,.342815,.355001
mcfe,ompCSR,13,1.348527,1.331532
mcfe,ompHLL,13,.136159,.125649
mhd4800a,ompCSR,13,2.451932,2.447771
mhd4800a,ompHLL,13,.477136,.479596
mhda416,ompCSR,13,.471071,.471957
mhda416,ompHLL,13,.288146,.410675
mhda416,ompCSR,13,.455606,.460054
mhda416,ompHLL,13,.268355,.283354
ML_Laplace,ompCSR,13,3.183283,3.195656
ML_Laplace,ompHLL,13,3.008398,3.019100
nlpkkt80,ompCSR,13,2.895614,2.888835
nlpkkt80,ompHLL,13,2.500612,2.482279
olafu,ompCSR,13,5.067315,5.003428
olafu,ompHLL,13,.411234,.397177
olm1000,ompCSR,13,.153896,.153976
olm1000,ompHLL,13,.240126,.263878
PR02R,ompCSR,13,3.446798,3.468143
PR02R,ompHLL,13,1.361532,1.339161
raefsky2,ompCSR,13,4.034646,4.139334
raefsky2,ompHLL,13,.467534,.486224
rdist2,ompCSR,13,1.759660,1.757376
rdist2,ompHLL,13,.134192,.138478
roadNet-PA,ompCSR,13,4.355585,4.636834
roadNet-PA,ompHLL,13,2.046655,2.149913
thermal1,ompCSR,13,5.515945,5.781084
thermal1,ompHLL,13,2.197838,2.443194
thermal2,ompCSR,13,3.717493,3.927072
thermal2,ompHLL,13,2.367710,2.404681
thermomech_TK,ompCSR,13,4.739880,4.505796
thermomech_TK,ompHLL,13,2.296161,2.272276
webbase-1M,ompCSR,13,2.090405,2.207253
webbase-1M,ompHLL,13,.095245,.097734
west2021,ompCSR,13,.422716,.425728
west2021,ompHLL,13,.228006,.229099
adder_dcop_32,ompCSR,14,.617292,.620889
adder_dcop_32,ompHLL,14,.009384,.009328
af_1_k101,ompCSR,14,3.259560,3.285476
af_1_k101,ompHLL,14,2.977811,2.947302
af23560,ompCSR,14,3.914038,4.150796
af23560,ompHLL,14,1.313761,1.259357
amazon0302,ompCSR,14,5.622699,6.332562
amazon0302,ompHLL,14,3.229783,3.157803
bcsstk17,ompCSR,14,4.580805,4.496862
bcsstk17,ompHLL,14,.193559,.203555
cage4,ompCSR,14,.007311,.007076
cage4,ompHLL,14,.009208,.009044
cant,ompCSR,14,2.449906,2.520953
cant,ompHLL,14,1.505344,1.518659
cavity10,ompCSR,14,2.119617,2.084976
cavity10,ompHLL,14,.267885,.298604
cop20k_A,ompCSR,14,3.611463,3.822924
cop20k_A,ompHLL,14,1.242823,1.262449
Cube_Coup_dt0,ompCSR,14,2.949490,2.994833
Cube_Coup_dt0,ompHLL,14,2.385965,2.357378
dc1,ompCSR,14,1.995639,2.029425
dc1,ompHLL,14,.005373,.005382
FEM_3D_thermal1,ompCSR,14,3.757287,3.489480
FEM_3D_thermal1,ompHLL,14,1.011341,1.028484
lung2,ompCSR,14,3.456850,3.462850
lung2,ompHLL,14,1.228740,1.260914
mac_econ_fwd500,ompCSR,14,3.983588,3.992453
mac_econ_fwd500,ompHLL,14,.338182,.336609
mcfe,ompCSR,14,1.518142,1.315993
mcfe,ompHLL,14,.350063,.319612
mhd4800a,ompCSR,14,2.025429,2.103679
mhd4800a,ompHLL,14,.273295,.288168
mhda416,ompCSR,14,.420832,.418809
mhda416,ompHLL,14,.268197,.273106
mhda416,ompCSR,14,.415134,.430855
mhda416,ompHLL,14,.355920,.349751
ML_Laplace,ompCSR,14,3.191906,3.184127
ML_Laplace,ompHLL,14,2.997009,2.987351
nlpkkt80,ompCSR,14,2.957991,2.907409
nlpkkt80,ompHLL,14,2.586561,2.565385
olafu,ompCSR,14,6.326779,6.560599
olafu,ompHLL,14,.549393,.553971
olm1000,ompCSR,14,.219643,.220419
olm1000,ompHLL,14,.200219,.209781
PR02R,ompCSR,14,3.410575,3.405125
PR02R,ompHLL,14,1.823578,1.826636
raefsky2,ompCSR,14,4.919610,5.222200
raefsky2,ompHLL,14,.466975,.501053
rdist2,ompCSR,14,1.376600,1.342430
rdist2,ompHLL,14,.221885,.220898
roadNet-PA,ompCSR,14,4.005745,4.209480
roadNet-PA,ompHLL,14,1.679194,1.647394
thermal1,ompCSR,14,5.069139,4.866508
thermal1,ompHLL,14,2.088409,2.046047
thermal2,ompCSR,14,4.001488,4.033224
thermal2,ompHLL,14,2.395021,2.375828
thermomech_TK,ompCSR,14,5.422449,5.407877
thermomech_TK,ompHLL,14,2.333885,2.454510
webbase-1M,ompCSR,14,2.291350,2.244285
webbase-1M,ompHLL,14,.095107,.095218
west2021,ompCSR,14,.373558,.375258
west2021,ompHLL,14,.155938,.170600
adder_dcop_32,ompCSR,15,.590756,.616911
adder_dcop_32,ompHLL,15,.010428,.010780
af_1_k101,ompCSR,15,3.312290,3.319945
af_1_k101,ompHLL,15,2.853298,2.966998
af23560,ompCSR,15,4.508986,4.691428
af23560,ompHLL,15,1.268209,1.364388
amazon0302,ompCSR,15,6.524589,6.635886
amazon0302,ompHLL,15,2.883539,2.873809
bcsstk17,ompCSR,15,6.112835,5.942249
bcsstk17,ompHLL,15,.199445,.189173
cage4,ompCSR,15,.006905,.008119
cage4,ompHLL,15,.009141,.008387
cant,ompCSR,15,2.934121,2.976827
cant,ompHLL,15,1.498394,1.503914
cavity10,ompCSR,15,1.963626,1.889444
cavity10,ompHLL,15,.287669,.359151
cop20k_A,ompCSR,15,3.518212,3.604768
cop20k_A,ompHLL,15,1.299262,1.325787
Cube_Coup_dt0,ompCSR,15,3.096328,3.172007
Cube_Coup_dt0,ompHLL,15,2.337329,2.342155
dc1,ompCSR,15,2.773938,2.799063
dc1,ompHLL,15,.004847,.005079
FEM_3D_thermal1,ompCSR,15,4.056953,4.255519
FEM_3D_thermal1,ompHLL,15,1.017884,1.089471
lung2,ompCSR,15,3.226064,3.085835
lung2,ompHLL,15,1.413312,1.405883
mac_econ_fwd500,ompCSR,15,4.119357,4.256309
mac_econ_fwd500,ompHLL,15,.327201,.324170
mcfe,ompCSR,15,1.056070,1.019567
mcfe,ompHLL,15,.208775,.207637
mhd4800a,ompCSR,15,2.044667,2.175229
mhd4800a,ompHLL,15,.336357,.347828
mhda416,ompCSR,15,.614984,.614021
mhda416,ompHLL,15,.369029,.380352
mhda416,ompCSR,15,.417745,.408824
mhda416,ompHLL,15,.364995,.370600
ML_Laplace,ompCSR,15,3.244684,3.214562
ML_Laplace,ompHLL,15,3.047091,3.032356
nlpkkt80,ompCSR,15,2.937403,2.928686
nlpkkt80,ompHLL,15,2.538471,2.543887
olafu,ompCSR,15,5.867047,7.112588
olafu,ompHLL,15,.362130,.386026
olm1000,ompCSR,15,.142995,.142049
olm1000,ompHLL,15,.169381,.173444
PR02R,ompCSR,15,3.491130,3.495596
PR02R,ompHLL,15,1.859130,1.864854
raefsky2,ompCSR,15,5.422321,5.059599
raefsky2,ompHLL,15,.667122,.662789
rdist2,ompCSR,15,1.332868,1.350075
rdist2,ompHLL,15,.191157,.219349
roadNet-PA,ompCSR,15,4.553072,4.368154
roadNet-PA,ompHLL,15,1.714661,1.698125
thermal1,ompCSR,15,5.920564,6.112529
thermal1,ompHLL,15,2.585296,2.941555
thermal2,ompCSR,15,4.061073,4.067184
thermal2,ompHLL,15,2.441682,2.453739
thermomech_TK,ompCSR,15,5.504593,5.553557
thermomech_TK,ompHLL,15,2.101284,2.098914
webbase-1M,ompCSR,15,2.235217,2.177307
webbase-1M,ompHLL,15,.092848,.094339
west2021,ompCSR,15,.353984,.355409
west2021,ompHLL,15,.225625,.227918
adder_dcop_32,ompCSR,16,.528258,.535397
adder_dcop_32,ompHLL,16,.010667,.010777
af_1_k101,ompCSR,16,3.351734,3.349923
af_1_k101,ompHLL,16,2.632819,3.142752
af23560,ompCSR,16,3.615769,3.818273
af23560,ompHLL,16,1.252790,1.288743
amazon0302,ompCSR,16,7.489900,7.444710
amazon0302,ompHLL,16,3.073101,2.960367
bcsstk17,ompCSR,16,4.946769,4.711654
bcsstk17,ompHLL,16,.177559,.173763
cage4,ompCSR,16,.007588,.007191
cage4,ompHLL,16,.006582,.006824
cant,ompCSR,16,2.924318,3.179252
cant,ompHLL,16,1.459499,1.460423
cavity10,ompCSR,16,2.154415,2.099972
cavity10,ompHLL,16,.250709,.274656
cop20k_A,ompCSR,16,4.024571,3.834904
cop20k_A,ompHLL,16,1.288624,1.290695
Cube_Coup_dt0,ompCSR,16,3.109304,3.198535
Cube_Coup_dt0,ompHLL,16,2.252284,2.282417
dc1,ompCSR,16,2.266427,2.267863
dc1,ompHLL,16,.005541,.005641
FEM_3D_thermal1,ompCSR,16,3.602067,3.490646
FEM_3D_thermal1,ompHLL,16,1.044539,1.120254
lung2,ompCSR,16,3.667866,3.832242
lung2,ompHLL,16,1.361931,1.319459
mac_econ_fwd500,ompCSR,16,4.142307,4.522445
mac_econ_fwd500,ompHLL,16,.307691,.323770
mcfe,ompCSR,16,1.116326,1.110595
mcfe,ompHLL,16,.222810,.279517
mhd4800a,ompCSR,16,1.862260,1.779500
mhd4800a,ompHLL,16,.473465,.466813
mhda416,ompCSR,16,.447901,.441961
mhda416,ompHLL,16,.251175,.266801
mhda416,ompCSR,16,.367665,.371443
mhda416,ompHLL,16,.332654,.334730
ML_Laplace,ompCSR,16,3.220139,3.242284
ML_Laplace,ompHLL,16,2.908714,2.996155
nlpkkt80,ompCSR,16,2.936026,2.938041
nlpkkt80,ompHLL,16,2.545113,2.552336
olafu,ompCSR,16,4.709162,4.431343
olafu,ompHLL,16,.456512,.451876
olm1000,ompCSR,16,.191675,.196256
olm1000,ompHLL,16,.197834,.200825
PR02R,ompCSR,16,3.455015,3.448757
PR02R,ompHLL,16,1.855532,1.861837
raefsky2,ompCSR,16,4.991107,4.880385
raefsky2,ompHLL,16,.445772,.480574
rdist2,ompCSR,16,1.558557,1.552978
rdist2,ompHLL,16,.151691,.165768
roadNet-PA,ompCSR,16,4.221910,4.375326
roadNet-PA,ompHLL,16,1.830253,1.818993
thermal1,ompCSR,16,5.558779,5.996451
thermal1,ompHLL,16,2.547359,2.358757
thermal2,ompCSR,16,3.800326,4.161902
thermal2,ompHLL,16,2.426116,2.421043
thermomech_TK,ompCSR,16,4.864283,5.017520
thermomech_TK,ompHLL,16,2.341456,2.209816
webbase-1M,ompCSR,16,2.407506,2.498724
webbase-1M,ompHLL,16,.097145,.097141
west2021,ompCSR,16,.225918,.229160
west2021,ompHLL,16,.151551,.155204
adder_dcop_32,ompCSR,17,.500452,.513223
adder_dcop_32,ompHLL,17,.010175,.010678
af_1_k101,ompCSR,17,3.367745,3.392402
af_1_k101,ompHLL,17,3.082979,3.099512
af23560,ompCSR,17,5.245866,5.217877
af23560,ompHLL,17,1.308052,1.322353
amazon0302,ompCSR,17,5.963545,6.248233
amazon0302,ompHLL,17,3.478038,3.390163
bcsstk17,ompCSR,17,5.382408,5.467789
bcsstk17,ompHLL,17,.185086,.183467
cage4,ompCSR,17,.005127,.005203
cage4,ompHLL,17,.005765,.005807
cant,ompCSR,17,2.783601,2.907346
cant,ompHLL,17,1.385682,1.346462
cavity10,ompCSR,17,2.028905,2.028400
cavity10,ompHLL,17,.231013,.231385
cop20k_A,ompCSR,17,3.848630,4.026217
cop20k_A,ompHLL,17,1.498217,1.516736
Cube_Coup_dt0,ompCSR,17,3.236608,3.264356
Cube_Coup_dt0,ompHLL,17,2.415958,2.393477
dc1,ompCSR,17,2.193851,2.254922
dc1,ompHLL,17,.004689,.004891
FEM_3D_thermal1,ompCSR,17,3.759830,4.385293
FEM_3D_thermal1,ompHLL,17,1.036104,1.053665
lung2,ompCSR,17,4.391781,4.348829
lung2,ompHLL,17,1.230028,1.291081
mac_econ_fwd500,ompCSR,17,4.337666,4.590681
mac_econ_fwd500,ompHLL,17,.326880,.324023
mcfe,ompCSR,17,1.178260,1.121592
mcfe,ompHLL,17,.237500,.255950
mhd4800a,ompCSR,17,1.920144,1.899271
mhd4800a,ompHLL,17,.328891,.363322
mhda416,ompCSR,17,.379451,.381684
mhda416,ompHLL,17,.275491,.299888
mhda416,ompCSR,17,.363412,.372970
mhda416,ompHLL,17,.329636,.383837
ML_Laplace,ompCSR,17,3.243291,3.239639
ML_Laplace,ompHLL,17,2.941821,2.938733
nlpkkt80,ompCSR,17,2.957540,2.929250
nlpkkt80,ompHLL,17,2.570401,2.543820
olafu,ompCSR,17,5.486780,6.347143
olafu,ompHLL,17,.420178,.446608
olm1000,ompCSR,17,.116866,.111495
olm1000,ompHLL,17,.207931,.224241
PR02R,ompCSR,17,3.725984,3.586305
PR02R,ompHLL,17,1.925155,1.848261
raefsky2,ompCSR,17,5.255787,5.340151
raefsky2,ompHLL,17,.445612,.470845
rdist2,ompCSR,17,1.566838,1.606480
rdist2,ompHLL,17,.165309,.184000
roadNet-PA,ompCSR,17,4.240472,4.161265
roadNet-PA,ompHLL,17,2.533540,2.542938
thermal1,ompCSR,17,4.709199,5.381297
thermal1,ompHLL,17,2.281072,2.219050
thermal2,ompCSR,17,4.103785,4.119315
thermal2,ompHLL,17,2.484079,2.462189
thermomech_TK,ompCSR,17,5.331850,5.383939
thermomech_TK,ompHLL,17,2.258513,2.339903
webbase-1M,ompCSR,17,2.453586,2.468774
webbase-1M,ompHLL,17,.080634,.080580
west2021,ompCSR,17,.201986,.204935
west2021,ompHLL,17,.219225,.217017
adder_dcop_32,ompCSR,18,.693031,.687457
adder_dcop_32,ompHLL,18,.009068,.009149
af_1_k101,ompCSR,18,3.374914,3.393196
af_1_k101,ompHLL,18,3.068923,3.067739
af23560,ompCSR,18,4.746780,4.820861
af23560,ompHLL,18,1.659555,1.640307
amazon0302,ompCSR,18,6.555618,6.197520
amazon0302,ompHLL,18,3.226908,3.204831
bcsstk17,ompCSR,18,5.148331,4.834480
bcsstk17,ompHLL,18,.246101,.247543
cage4,ompCSR,18,.005206,.005093
cage4,ompHLL,18,.005643,.005782
cant,ompCSR,18,2.698729,2.820467
cant,ompHLL,18,1.492266,1.503604
cavity10,ompCSR,18,2.034522,2.074272
cavity10,ompHLL,18,.219198,.227773
cop20k_A,ompCSR,18,3.686310,3.680191
cop20k_A,ompHLL,18,1.269217,1.260889
Cube_Coup_dt0,ompCSR,18,3.004032,3.075357
Cube_Coup_dt0,ompHLL,18,2.400013,2.372292
dc1,ompCSR,18,2.413371,2.383055
dc1,ompHLL,18,.004408,.004547
FEM_3D_thermal1,ompCSR,18,3.954522,4.122855
FEM_3D_thermal1,ompHLL,18,1.036758,1.013456
lung2,ompCSR,18,4.279618,4.838011
lung2,ompHLL,18,1.414375,1.391544
mac_econ_fwd500,ompCSR,18,4.119522,5.102751
mac_econ_fwd500,ompHLL,18,.310856,.316525
mcfe,ompCSR,18,1.092212,1.102653
mcfe,ompHLL,18,.194413,.207019
mhd4800a,ompCSR,18,1.694510,1.691975
mhd4800a,ompHLL,18,.346643,.368351
mhda416,ompCSR,18,.431909,.431264
mhda416,ompHLL,18,.344997,.344645
mhda416,ompCSR,18,.361632,.357180
mhda416,ompHLL,18,.264053,.374786
ML_Laplace,ompCSR,18,3.272367,3.269756
ML_Laplace,ompHLL,18,2.899479,2.907153
nlpkkt80,ompCSR,18,3.019649,2.997728
nlpkkt80,ompHLL,18,2.594391,2.567666
olafu,ompCSR,18,4.918446,5.254184
olafu,ompHLL,18,.384757,.376560
olm1000,ompCSR,18,.114467,.114693
olm1000,ompHLL,18,.171813,.196775
PR02R,ompCSR,18,3.547594,3.563672
PR02R,ompHLL,18,1.861995,1.870109
raefsky2,ompCSR,18,4.717286,4.606782
raefsky2,ompHLL,18,.443443,.471331
rdist2,ompCSR,18,1.347780,1.363702
rdist2,ompHLL,18,.139769,.143082
roadNet-PA,ompCSR,18,4.214148,4.047951
roadNet-PA,ompHLL,18,1.792528,1.785751
thermal1,ompCSR,18,5.874515,5.880256
thermal1,ompHLL,18,2.424451,2.394731
thermal2,ompCSR,18,3.351916,3.360361
thermal2,ompHLL,18,2.196826,2.197933
thermomech_TK,ompCSR,18,6.072736,5.922079
thermomech_TK,ompHLL,18,2.368315,2.467948
webbase-1M,ompCSR,18,2.234186,2.250236
webbase-1M,ompHLL,18,.092249,.093146
west2021,ompCSR,18,.279213,.283423
west2021,ompHLL,18,.210724,.209951
adder_dcop_32,ompCSR,19,.650229,.664327
adder_dcop_32,ompHLL,19,.009706,.009947
af_1_k101,ompCSR,19,3.396648,3.423688
af_1_k101,ompHLL,19,3.033626,3.044982
af23560,ompCSR,19,4.065836,3.814509
af23560,ompHLL,19,1.444275,1.399118
amazon0302,ompCSR,19,7.178696,7.419042
amazon0302,ompHLL,19,3.070336,3.091123
bcsstk17,ompCSR,19,3.998088,3.873002
bcsstk17,ompHLL,19,.169588,.173436
cage4,ompCSR,19,.005626,.005669
cage4,ompHLL,19,.004877,.004747
cant,ompCSR,19,2.945487,3.072335
cant,ompHLL,19,1.464094,1.452983
cavity10,ompCSR,19,2.219045,2.196569
cavity10,ompHLL,19,.219005,.225788
cop20k_A,ompCSR,19,3.681957,4.051975
cop20k_A,ompHLL,19,1.330181,1.340181
Cube_Coup_dt0,ompCSR,19,3.244179,3.237906
Cube_Coup_dt0,ompHLL,19,2.773429,2.767272
dc1,ompCSR,19,2.142101,2.268946
dc1,ompHLL,19,.004463,.004725
FEM_3D_thermal1,ompCSR,19,3.371292,3.289719
FEM_3D_thermal1,ompHLL,19,.956389,.934156
lung2,ompCSR,19,3.721673,4.010154
lung2,ompHLL,19,1.254831,1.335362
mac_econ_fwd500,ompCSR,19,3.920393,3.530773
mac_econ_fwd500,ompHLL,19,.297855,.313609
mcfe,ompCSR,19,1.023776,1.041234
mcfe,ompHLL,19,.145861,.127854
mhd4800a,ompCSR,19,1.848764,1.801057
mhd4800a,ompHLL,19,.342643,.363118
mhda416,ompCSR,19,.328133,.344128
mhda416,ompHLL,19,.184522,.189744
mhda416,ompCSR,19,.321819,.325966
mhda416,ompHLL,19,.171837,.161114
ML_Laplace,ompCSR,19,3.336076,3.299571
ML_Laplace,ompHLL,19,2.854737,2.810103
nlpkkt80,ompCSR,19,3.054601,3.048334
nlpkkt80,ompHLL,19,2.663212,2.654829
olafu,ompCSR,19,5.321088,6.010193
olafu,ompHLL,19,.454214,.484869
olm1000,ompCSR,19,.107057,.105095
olm1000,ompHLL,19,.161120,.158651
PR02R,ompCSR,19,3.577762,3.585561
PR02R,ompHLL,19,1.871589,1.879531
raefsky2,ompCSR,19,4.031218,4.089836
raefsky2,ompHLL,19,.417564,.411273
rdist2,ompCSR,19,1.500606,1.521818
rdist2,ompHLL,19,.146521,.155604
roadNet-PA,ompCSR,19,4.177204,4.362134
roadNet-PA,ompHLL,19,1.899894,1.901139
thermal1,ompCSR,19,4.860850,4.966681
thermal1,ompHLL,19,2.485630,2.231979
thermal2,ompCSR,19,4.222228,4.222576
thermal2,ompHLL,19,2.486039,2.479612
thermomech_TK,ompCSR,19,5.983504,6.134744
thermomech_TK,ompHLL,19,2.666746,2.673237
webbase-1M,ompCSR,19,2.149949,2.146901
webbase-1M,ompHLL,19,.081578,.082027
west2021,ompCSR,19,.185298,.187049
west2021,ompHLL,19,.160135,.209592
adder_dcop_32,ompCSR,20,.621328,.623349
adder_dcop_32,ompHLL,20,.011026,.010972
af_1_k101,ompCSR,20,3.223879,3.382953
