Matrix,M,N,NZ,Mode,AvgTime(ms),MedianTime(ms),BestTime(ms),AvgGFlops,MedianGFlops,BestGFlops,Passed,Iterations
raefsky2.mtx,3242,3242,294276,cudaCSR,0.038424,0.037968,0.037088,15.317302,15.501265,15.869068,1,5
raefsky2.mtx,3242,3242,294276,cudaHLL,0.026240,0.026320,0.025664,22.429573,22.361398,22.932980,1,5
rdist2.mtx,3198,3198,56934,serial,0.254000,0.254000,0.254000,0.448299,0.448299,0.448299,1,5
rdist2.mtx,3198,3198,56934,cudaCSR,0.016472,0.016464,0.016352,6.912822,6.916181,6.963552,1,5
rdist2.mtx,3198,3198,56934,cudaHLL,0.016456,0.016352,0.016224,6.919543,6.963552,7.018491,1,5
roadNet-PA.mtx,1090920,1090920,3083796,serial,25.588250,25.588500,25.570000,0.241032,0.241030,0.241204,1,5
roadNet-PA.mtx,1090920,1090920,3083796,cudaCSR,0.189304,0.189280,0.187520,32.580357,32.584488,32.890316,1,5
roadNet-PA.mtx,1090920,1090920,3083796,cudaHLL,0.224936,0.224720,0.224160,27.419319,27.445674,27.514240,1,5
thermal1.mtx,82654,82654,574458,serial,3.316000,3.316000,3.315000,0.346476,0.346476,0.346581,1,5
thermal1.mtx,82654,82654,574458,cudaCSR,0.047336,0.047568,0.045472,24.271506,24.153129,25.266450,1,5
thermal1.mtx,82654,82654,574458,cudaHLL,0.038080,0.037984,0.037248,30.171113,30.247367,30.845038,1,5
thermal2.mtx,1228045,1228045,8580313,serial,56.087500,56.021999,54.882000,0.305962,0.306319,0.312682,1,5
thermal2.mtx,1228045,1228045,8580313,cudaCSR,0.567504,0.567392,0.565440,30.238776,30.244745,30.349155,1,5
thermal2.mtx,1228045,1228045,8580313,cudaHLL,0.436584,0.435856,0.434368,39.306584,39.372238,39.507112,1,5
thermomech_TK.mtx,102158,102158,711558,serial,4.795750,4.795500,4.794000,0.296745,0.296761,0.296854,1,5
thermomech_TK.mtx,102158,102158,711558,cudaCSR,0.057168,0.056848,0.055360,24.893577,25.033704,25.706575,1,5
thermomech_TK.mtx,102158,102158,711558,cudaHLL,0.045680,0.045904,0.043808,31.154028,31.002005,32.485301,1,5
webbase-1M.mtx,1000005,1000005,3105536,serial,20.475000,20.472000,20.462000,0.303349,0.303394,0.303542,1,5
webbase-1M.mtx,1000005,1000005,3105536,cudaCSR,0.432176,0.432864,0.427936,14.371627,14.348784,14.514021,1,5
webbase-1M.mtx,1000005,1000005,3105536,cudaHLL,1.781008,1.781520,1.775360,3.487391,3.486389,3.498486,1,5
west2021.mtx,2021,2021,7353,serial,0.044000,0.044000,0.044000,0.334227,0.334227,0.334227,1,5
west2021.mtx,2021,2021,7353,cudaCSR,0.010104,0.009936,0.008480,1.455463,1.480073,1.734198,1,5
west2021.mtx,2021,2021,7353,cudaHLL,0.010280,0.010144,0.009184,1.430545,1.449724,1.601263,1,5
